,LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
299,300,Jun,30,22:16:32,combo,sshd(pam_unix),19435.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
300,301,Jun,30,22:16:32,combo,sshd(pam_unix),19432.0,session closed for user test,E101,session closed for user <*>
301,302,Jun,30,22:16:32,combo,sshd(pam_unix),19431.0,session closed for user test,E101,session closed for user <*>
302,303,Jun,30,22:16:32,combo,sshd(pam_unix),19439.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
303,304,Jun,30,22:16:32,combo,sshd(pam_unix),19440.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
304,305,Jun,30,22:16:32,combo,sshd(pam_unix),19434.0,session closed for user test,E101,session closed for user <*>
305,306,Jun,30,22:16:33,combo,sshd(pam_unix),19436.0,session closed for user test,E101,session closed for user <*>
306,307,Jun,30,22:16:33,combo,sshd(pam_unix),19440.0,session closed for user test,E101,session closed for user <*>
307,308,Jul,1,00:21:28,combo,sshd(pam_unix),19630.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
308,309,Jul,1,00:21:28,combo,sshd(pam_unix),19628.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
309,310,Jul,1,00:21:30,combo,sshd(pam_unix),19640.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
310,311,Jul,1,00:21:31,combo,sshd(pam_unix),19643.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
311,312,Jul,1,00:21:32,combo,sshd(pam_unix),19636.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
312,313,Jul,1,00:21:32,combo,sshd(pam_unix),19645.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
313,314,Jul,1,00:21:35,combo,sshd(pam_unix),19637.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
314,315,Jul,1,04:05:19,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>]
315,316,Jul,1,05:02:26,combo,sshd(pam_unix),21689.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
316,317,Jul,1,05:02:26,combo,sshd(pam_unix),21689.0,session closed for user test,E101,session closed for user <*>
317,318,Jul,1,05:02:27,combo,sshd(pam_unix),21693.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
318,319,Jul,1,05:02:27,combo,sshd(pam_unix),21693.0,session closed for user test,E101,session closed for user <*>
319,320,Jul,1,07:57:30,combo,ftpd,21957.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
320,321,Jul,1,07:57:30,combo,ftpd,21953.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
321,322,Jul,1,07:57:30,combo,ftpd,21954.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
322,323,Jul,1,07:57:30,combo,ftpd,21950.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
323,324,Jul,1,07:57:30,combo,ftpd,21959.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
324,325,Jul,1,07:57:30,combo,ftpd,21937.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
325,326,Jul,1,07:57:30,combo,ftpd,21943.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
326,327,Jul,1,07:57:30,combo,ftpd,21944.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
327,328,Jul,1,07:57:30,combo,ftpd,21947.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
328,329,Jul,1,07:57:30,combo,ftpd,21942.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
329,330,Jul,1,07:57:30,combo,ftpd,21949.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
330,331,Jul,1,07:57:30,combo,ftpd,21939.0,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>
331,332,Jul,1,09:14:44,combo,sshd(pam_unix),22106.0,session closed for user test,E101,session closed for user <*>
332,333,Jul,1,09:14:44,combo,sshd(pam_unix),22112.0,session closed for user test,E101,session closed for user <*>
333,334,Jul,1,10:56:41,combo,sshd(pam_unix),22272.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
334,335,Jul,1,10:56:41,combo,sshd(pam_unix),22277.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
335,336,Jul,1,10:56:42,combo,sshd(pam_unix),22273.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
336,337,Jul,1,10:56:42,combo,sshd(pam_unix),22270.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
337,338,Jul,2,01:41:32,combo,sshd(pam_unix),23534.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
338,339,Jul,2,01:41:32,combo,sshd(pam_unix),23536.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
339,340,Jul,2,01:41:32,combo,sshd(pam_unix),23536.0,session closed for user test,E101,session closed for user <*>
340,341,Jul,2,01:41:33,combo,sshd(pam_unix),23544.0,session closed for user test,E101,session closed for user <*>
341,342,Jul,2,01:41:33,combo,sshd(pam_unix),23545.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
342,343,Jul,2,01:41:33,combo,sshd(pam_unix),23546.0,session closed for user test,E101,session closed for user <*>
343,344,Jul,2,01:41:33,combo,sshd(pam_unix),23547.0,session closed for user test,E101,session closed for user <*>
344,345,Jul,2,04:04:02,combo,su(pam_unix),24117.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
345,346,Jul,2,04:04:03,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>]
346,347,Jul,2,04:09:54,combo,su(pam_unix),24511.0,session closed for user news,E101,session closed for user <*>
347,348,Jul,2,04:15:33,combo,sshd(pam_unix),24587.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
348,349,Jul,2,04:15:43,combo,sshd(pam_unix),24573.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
349,350,Jul,2,04:15:43,combo,sshd(pam_unix),24574.0,check pass; user unknown,E27,check pass; user unknown
350,351,Jul,2,04:15:43,combo,sshd(pam_unix),24574.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
351,352,Jul,2,04:15:43,combo,sshd(pam_unix),24576.0,check pass; user unknown,E27,check pass; user unknown
352,353,Jul,2,04:15:43,combo,sshd(pam_unix),24576.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
353,354,Jul,2,04:15:43,combo,sshd(pam_unix),24578.0,check pass; user unknown,E27,check pass; user unknown
354,355,Jul,2,04:15:43,combo,sshd(pam_unix),24578.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
355,356,Jul,2,04:15:43,combo,sshd(pam_unix),24579.0,check pass; user unknown,E27,check pass; user unknown
356,357,Jul,2,04:15:43,combo,sshd(pam_unix),24583.0,check pass; user unknown,E27,check pass; user unknown
357,358,Jul,3,04:07:48,combo,su(pam_unix),26964.0,session closed for user cyrus,E101,session closed for user <*>
358,359,Jul,3,04:07:49,combo,cups,,cupsd shutdown succeeded,E37,cupsd shutdown succeeded
359,360,Jul,3,04:07:55,combo,cups,,cupsd startup succeeded,E38,cupsd startup succeeded
360,361,Jul,3,04:08:03,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>]
361,362,Jul,3,04:14:01,combo,su(pam_unix),28416.0,session closed for user news,E101,session closed for user <*>
362,363,Jul,3,10:05:25,combo,ftpd,32067.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>
363,364,Jul,3,10:05:25,combo,ftpd,32070.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>
364,365,Jul,3,10:05:25,combo,ftpd,32053.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>
365,366,Jul,3,10:05:25,combo,ftpd,32068.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>
366,367,Jul,3,10:05:25,combo,ftpd,32071.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>
367,368,Jul,3,10:05:25,combo,ftpd,32051.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>
368,369,Jul,3,10:05:25,combo,ftpd,32050.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>
369,370,Jul,3,10:05:25,combo,ftpd,32056.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>
370,371,Jul,3,10:05:25,combo,ftpd,32055.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>
371,372,Jul,3,10:05:25,combo,ftpd,32054.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>
372,373,Jul,3,23:16:09,combo,ftpd,768.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
373,374,Jul,3,23:16:09,combo,ftpd,772.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
374,375,Jul,3,23:16:09,combo,ftpd,767.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
375,376,Jul,3,23:16:09,combo,ftpd,766.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
376,377,Jul,3,23:16:09,combo,ftpd,770.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
377,378,Jul,3,23:16:09,combo,ftpd,757.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
378,379,Jul,3,23:16:09,combo,ftpd,763.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
379,380,Jul,3,23:16:09,combo,ftpd,758.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
380,381,Jul,3,23:16:09,combo,ftpd,773.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
381,382,Jul,3,23:16:09,combo,ftpd,760.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
382,383,Jul,3,23:16:09,combo,ftpd,775.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
383,384,Jul,3,23:16:09,combo,ftpd,777.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
384,385,Jul,3,23:16:09,combo,ftpd,778.0,connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E29,connection from <*> (<*>) at <*>
385,386,Jul,4,04:03:07,combo,su(pam_unix),1583.0,session closed for user cyrus,E101,session closed for user <*>
386,387,Jul,4,09:33:09,combo,sshd(pam_unix),2543.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
387,388,Jul,4,09:33:14,combo,sshd(pam_unix),2547.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
388,389,Jul,4,12:52:44,combo,ftpd,2841.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
389,390,Jul,4,12:52:44,combo,ftpd,2840.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
390,391,Jul,4,12:52:44,combo,ftpd,2829.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
391,392,Jul,4,12:52:44,combo,ftpd,2830.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
392,393,Jul,4,12:52:44,combo,ftpd,2837.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
393,394,Jul,4,12:52:44,combo,ftpd,2834.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
394,395,Jul,4,12:52:44,combo,ftpd,2836.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
395,396,Jul,4,12:52:44,combo,ftpd,2821.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
396,397,Jul,4,12:52:44,combo,ftpd,2827.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
397,398,Jul,4,12:52:44,combo,ftpd,2823.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
398,399,Jul,4,12:52:44,combo,ftpd,2825.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
399,400,Jul,4,12:52:44,combo,ftpd,2842.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
400,401,Jul,4,12:52:44,combo,ftpd,2843.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>
401,402,Jul,4,19:15:49,combo,sshd(pam_unix),3382.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
402,403,Jul,4,19:15:51,combo,sshd(pam_unix),3384.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
403,404,Jul,4,19:15:51,combo,sshd(pam_unix),3386.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
404,405,Jul,4,19:15:52,combo,sshd(pam_unix),3388.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
405,406,Jul,4,19:15:54,combo,sshd(pam_unix),3390.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
406,407,Jul,4,19:15:54,combo,sshd(pam_unix),3391.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
407,408,Jul,4,19:15:57,combo,sshd(pam_unix),3394.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
408,409,Jul,4,19:16:00,combo,sshd(pam_unix),3399.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
409,410,Jul,4,19:16:01,combo,sshd(pam_unix),3402.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
410,411,Jul,5,04:03:17,combo,su(pam_unix),4474.0,session closed for user cyrus,E101,session closed for user <*>
411,412,Jul,5,04:09:29,combo,su(pam_unix),5699.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
412,413,Jul,5,04:09:30,combo,su(pam_unix),5699.0,session closed for user news,E101,session closed for user <*>
413,414,Jul,5,13:36:28,combo,sshd(pam_unix),6552.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
414,415,Jul,5,13:36:28,combo,sshd(pam_unix),6554.0,check pass; user unknown,E27,check pass; user unknown
415,416,Jul,5,13:36:33,combo,sshd(pam_unix),6556.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
416,417,Jul,5,13:52:21,combo,ftpd,6580.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E29,connection from <*> (<*>) at <*>
417,418,Jul,5,13:52:21,combo,ftpd,6591.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E29,connection from <*> (<*>) at <*>
418,419,Jul,5,13:52:21,combo,ftpd,6587.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E29,connection from <*> (<*>) at <*>
419,420,Jul,5,13:52:23,combo,ftpd,6595.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,E29,connection from <*> (<*>) at <*>
420,421,Jul,5,13:52:23,combo,ftpd,6596.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,E29,connection from <*> (<*>) at <*>
421,422,Jul,5,13:52:23,combo,ftpd,6598.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,E29,connection from <*> (<*>) at <*>
422,423,Jul,5,13:52:23,combo,ftpd,6602.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,E29,connection from <*> (<*>) at <*>
423,424,Jul,5,13:52:23,combo,ftpd,6599.0,connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,E29,connection from <*> (<*>) at <*>
424,425,Jul,6,02:22:32,combo,sshd(pam_unix),7702.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
425,426,Jul,6,02:22:32,combo,sshd(pam_unix),7697.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
426,427,Jul,6,02:22:32,combo,sshd(pam_unix),7696.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
427,428,Jul,6,02:22:33,combo,sshd(pam_unix),7704.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,E18,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
428,429,Jul,6,04:03:09,combo,su(pam_unix),8195.0,session closed for user cyrus,E101,session closed for user <*>
429,430,Jul,6,18:00:56,combo,ftpd,9773.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>
430,431,Jul,6,18:00:56,combo,ftpd,9777.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>
431,432,Jul,6,18:00:56,combo,ftpd,9775.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>
432,433,Jul,6,18:00:56,combo,ftpd,9769.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>
433,434,Jul,6,18:00:56,combo,ftpd,9776.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>
434,435,Jul,6,18:00:56,combo,ftpd,9771.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>
435,436,Jul,6,18:00:56,combo,ftpd,9770.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>
436,437,Jul,6,18:00:56,combo,ftpd,9765.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>
437,438,Jul,6,18:00:56,combo,ftpd,9757.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>
438,439,Jul,6,18:00:56,combo,ftpd,9762.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>
439,440,Jul,6,18:00:57,combo,ftpd,9779.0,connection from 211.72.151.162 () at Wed Jul  6 18:00:57 2005,E29,connection from <*> (<*>) at <*>
440,441,Jul,7,04:04:31,combo,su(pam_unix),10961.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
441,442,Jul,7,04:04:33,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>]
442,443,Jul,7,04:10:44,combo,su(pam_unix),12193.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
443,444,Jul,7,07:18:12,combo,sshd(pam_unix),12518.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
444,445,Jul,7,07:18:12,combo,sshd(pam_unix),12518.0,session closed for user test,E101,session closed for user <*>
445,446,Jul,7,07:18:12,combo,sshd(pam_unix),12519.0,session closed for user test,E101,session closed for user <*>
446,447,Jul,7,07:18:13,combo,sshd(pam_unix),12527.0,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
447,448,Jul,7,07:18:14,combo,sshd(pam_unix),12525.0,session closed for user test,E101,session closed for user <*>
448,449,Jul,7,08:09:11,combo,udev,12754.0,removing device node '/udev/vcsa2',E89,removing device node '<*>'
449,450,Jul,7,08:09:11,combo,udev,12753.0,removing device node '/udev/vcs2',E89,removing device node '<*>'
450,451,Jul,7,08:09:11,combo,udev,12778.0,creating device node '/udev/vcsa2',E36,creating device node '<*>'
451,452,Jul,7,08:09:11,combo,udev,12795.0,creating device node '/udev/vcs2',E36,creating device node '<*>'
452,453,Jul,7,14:18:57,combo,sshd(pam_unix),13321.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
453,454,Jul,7,14:18:58,combo,sshd(pam_unix),13318.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br,E16,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
454,455,Jul,7,14:18:59,combo,sshd(pam_unix),13323.0,check pass; user unknown,E27,check pass; user unknown
