,LineId,Time,Program,Content,EventId,EventTemplate
276,277,10.30 20:40:14,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
277,278,10.30 20:40:16,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1010 bytes sent, 5219 bytes (5.09 KB) received, lifetime 04:00",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
278,279,10.30 20:40:24,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1127 bytes (1.10 KB) sent, 4317 bytes (4.21 KB) received, lifetime 00:20",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
279,280,10.30 20:41:49,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1477 bytes (1.44 KB) sent, 1431 bytes (1.39 KB) received, lifetime 02:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
280,281,10.30 20:42:04,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2413 bytes (2.35 KB) sent, 324 bytes received, lifetime 02:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
281,282,10.30 20:42:31,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
282,283,10.30 20:42:33,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.,E7,<*> error : A connection request was canceled before the completion.
283,284,10.30 20:42:37,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
284,285,10.30 20:42:41,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
285,286,10.30 20:42:41,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 453 bytes sent, 352 bytes received, lifetime 00:02",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
286,287,10.30 20:42:41,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4186 bytes (4.08 KB) sent, 2888 bytes (2.82 KB) received, lifetime 00:06",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
287,288,10.30 20:42:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1318 bytes (1.28 KB) sent, 427 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
288,289,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
289,290,10.30 20:42:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
290,291,10.30 20:42:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
291,292,10.30 20:42:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
292,293,10.30 20:42:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
293,294,10.30 20:42:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
294,295,10.30 20:42:47,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 555 bytes sent, 400 bytes received, lifetime 00:04",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
295,296,10.30 20:42:49,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
296,297,10.30 20:42:49,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 935 bytes sent, 6675 bytes (6.51 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
297,298,10.30 20:42:50,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
298,299,10.30 20:43:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 634 bytes sent, 538 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
299,300,10.30 20:43:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
300,301,10.30 20:43:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
301,302,10.30 20:43:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
302,303,10.30 20:43:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
303,304,10.30 20:43:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 3254 bytes (3.17 KB) sent, 5295 bytes (5.17 KB) received, lifetime 00:04",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
304,305,10.30 20:43:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 553 bytes sent, 1424 bytes (1.39 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
305,306,10.30 20:43:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 3205 bytes (3.12 KB) sent, 15704 bytes (15.3 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
306,307,10.30 20:43:45,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
307,308,10.30 20:43:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1023 bytes sent, 4076 bytes (3.98 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
308,309,10.30 20:43:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
309,310,10.30 20:43:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
310,311,10.30 20:43:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
311,312,10.30 20:43:47,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
312,313,10.30 20:43:47,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
313,314,10.30 20:43:49,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
314,315,10.30 20:44:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2735 bytes (2.67 KB) sent, 79708 bytes (77.8 KB) received, lifetime 00:55",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
315,316,10.30 20:44:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 5992 bytes (5.85 KB) sent, 74512 bytes (72.7 KB) received, lifetime 00:51",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
316,317,10.30 20:44:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
317,318,10.30 20:44:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
318,319,10.30 20:44:48,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1236 bytes (1.20 KB) sent, 408 bytes received, lifetime 00:06",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
319,320,10.30 20:44:48,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
320,321,10.30 20:44:49,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1730 bytes (1.68 KB) sent, 4796 bytes (4.68 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
321,322,10.30 20:44:49,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
322,323,10.30 20:44:50,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2737 bytes (2.67 KB) sent, 1375 bytes (1.34 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
323,324,10.30 20:44:52,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 902 bytes sent, 15242 bytes (14.8 KB) received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
324,325,10.30 20:44:52,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1845 bytes (1.80 KB) sent, 402 bytes received, lifetime 00:02",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
325,326,10.30 20:44:53,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 383 bytes sent, 1303 bytes (1.27 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
326,327,10.30 20:44:53,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1584 bytes (1.54 KB) sent, 256548 bytes (250 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
327,328,10.30 20:44:54,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
328,329,10.30 20:44:54,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1616 bytes (1.57 KB) sent, 42950 bytes (41.9 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
329,330,10.30 20:44:54,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
330,331,10.30 20:44:55,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
331,332,10.30 20:44:55,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
332,333,10.30 20:44:55,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 848 bytes sent, 310 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
333,334,10.30 20:44:56,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
334,335,10.30 20:44:57,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1501 bytes (1.46 KB) sent, 601 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
335,336,10.30 20:44:57,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1808 bytes (1.76 KB) sent, 346 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
336,337,10.30 20:44:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
337,338,10.30 20:45:02,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1672 bytes (1.63 KB) sent, 771 bytes received, lifetime 00:05",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
338,339,10.30 20:45:02,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4272 bytes (4.17 KB) sent, 20283 bytes (19.8 KB) received, lifetime 00:20",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
339,340,10.30 20:45:06,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1624 bytes (1.58 KB) sent, 375 bytes received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
340,341,10.30 20:45:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
341,342,10.30 20:45:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
342,343,10.30 20:45:10,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
343,344,10.30 20:45:10,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 939 bytes sent, 398 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
344,345,10.30 20:45:17,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
345,346,10.30 20:45:17,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:07",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
346,347,10.30 20:45:18,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
347,348,10.30 20:45:18,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
348,349,10.30 20:45:18,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
349,350,10.30 20:45:18,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:08",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
350,351,10.30 20:45:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
351,352,10.30 20:45:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
352,353,10.30 20:45:21,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 786 bytes sent, 348 bytes received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
353,354,10.30 20:45:21,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
354,355,10.30 20:45:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
355,356,10.30 20:45:22,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 968 bytes sent, 272 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
356,357,10.30 20:45:22,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
357,358,10.30 20:45:24,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2224 bytes (2.17 KB) sent, 659 bytes received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
358,359,10.30 20:45:24,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
359,360,10.30 20:45:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
360,361,10.30 20:45:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
361,362,10.30 20:45:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
362,363,10.30 20:45:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
363,364,10.30 20:45:28,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
364,365,10.30 20:45:37,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:13",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
365,366,10.30 20:45:37,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 10069 bytes (9.83 KB) sent, 4062 bytes (3.96 KB) received, lifetime 00:45",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
366,367,10.30 20:45:37,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
367,368,10.30 20:45:55,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 694 bytes sent, 892 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
368,369,10.30 20:45:56,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:15",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
369,370,10.30 20:45:57,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
370,371,10.30 20:45:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
371,372,10.30 20:45:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
372,373,10.30 20:45:58,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
373,374,10.30 20:45:59,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
374,375,10.30 20:46:17,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:20",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
375,376,10.30 20:46:17,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1008 bytes sent, 21970 bytes (21.4 KB) received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
376,377,10.30 20:46:17,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
377,378,10.30 20:46:18,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
378,379,10.30 20:46:19,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
379,380,10.30 20:46:19,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
380,381,10.30 20:46:21,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1359 bytes (1.32 KB) sent, 378 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
381,382,10.30 20:46:25,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
382,383,10.30 20:46:37,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:17",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
383,384,10.30 20:46:37,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:18",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
384,385,10.30 20:46:37,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:17",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
385,386,10.30 20:46:50,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1173 bytes (1.14 KB) sent, 375 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
386,387,10.30 20:46:50,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 722 bytes sent, 310 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
387,388,10.30 20:46:52,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 941 bytes sent, 398 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
388,389,10.30 20:46:57,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2842 bytes (2.77 KB) sent, 279 bytes received, lifetime 00:05",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
389,390,10.30 20:47:01,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
390,391,10.30 20:47:01,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4126 bytes (4.02 KB) sent, 43096 bytes (42.0 KB) received, lifetime 00:11",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
391,392,10.30 20:47:01,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
392,393,10.30 20:47:15,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 696 bytes sent, 889 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
393,394,10.30 20:47:27,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
394,395,10.30 20:47:28,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
395,396,10.30 20:47:39,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
396,397,10.30 20:47:40,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
397,398,10.30 20:47:40,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
398,399,10.30 20:47:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:05",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
399,400,10.30 20:47:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:05",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
400,401,10.30 20:47:45,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
401,402,10.30 20:47:57,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:12",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
402,403,10.30 20:48:26,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1107 bytes (1.08 KB) sent, 406 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
403,404,10.30 20:48:26,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 618 bytes sent, 3235 bytes (3.15 KB) received, lifetime 00:41",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
404,405,10.30 20:48:26,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
405,406,10.30 20:48:26,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 725 bytes sent, 310 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
406,407,10.30 20:48:27,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
407,408,10.30 20:48:27,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
408,409,10.30 20:48:29,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
409,410,10.30 20:48:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 942 bytes sent, 398 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
410,411,10.30 20:48:33,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
411,412,10.30 20:48:41,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS
412,413,10.30 20:48:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1010 bytes sent, 21976 bytes (21.4 KB) received, lifetime 00:02",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
413,414,10.30 20:48:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1455 bytes (1.42 KB) sent, 1794 bytes (1.75 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>"
