,LineId,Time,Level,Content,EventId,EventTemplate
394,395,Sun Dec 04 19:41:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
395,396,Sun Dec 04 19:41:21 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
396,397,Sun Dec 04 19:46:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
397,398,Sun Dec 04 19:46:13 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
398,399,Sun Dec 04 19:46:16 2005,notice,jk2_init() Found child 1823 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
399,400,Sun Dec 04 19:46:19 2005,notice,jk2_init() Found child 1824 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
400,401,Sun Dec 04 19:46:20 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
401,402,Sun Dec 04 19:46:20 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
402,403,Sun Dec 04 19:50:39 2005,notice,jk2_init() Found child 1833 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
403,404,Sun Dec 04 19:50:39 2005,notice,jk2_init() Found child 1832 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
404,405,Sun Dec 04 19:50:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
405,406,Sun Dec 04 19:50:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
406,407,Sun Dec 04 19:50:55 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
407,408,Sun Dec 04 19:50:57 2005,notice,jk2_init() Found child 1834 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
408,409,Sun Dec 04 19:51:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
409,410,Sun Dec 04 19:51:52 2005,notice,jk2_init() Found child 1837 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
410,411,Sun Dec 04 19:51:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
411,412,Sun Dec 04 19:51:54 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
412,413,Sun Dec 04 19:51:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
413,414,Sun Dec 04 19:56:51 2005,notice,jk2_init() Found child 1852 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
414,415,Sun Dec 04 19:56:51 2005,notice,jk2_init() Found child 1853 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
415,416,Sun Dec 04 19:56:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
416,417,Sun Dec 04 19:56:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
417,418,Sun Dec 04 19:56:53 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
418,419,Sun Dec 04 19:56:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
419,420,Sun Dec 04 19:56:53 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
420,421,Sun Dec 04 19:56:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
421,422,Sun Dec 04 19:56:53 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
422,423,Sun Dec 04 20:01:00 2005,notice,jk2_init() Found child 1861 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
423,424,Sun Dec 04 20:01:00 2005,notice,jk2_init() Found child 1862 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
424,425,Sun Dec 04 20:01:30 2005,notice,jk2_init() Found child 1867 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
425,426,Sun Dec 04 20:01:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
426,427,Sun Dec 04 20:01:37 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
427,428,Sun Dec 04 20:01:37 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
428,429,Sun Dec 04 20:01:37 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
429,430,Sun Dec 04 20:05:55 2005,notice,jk2_init() Found child 1887 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
430,431,Sun Dec 04 20:05:55 2005,notice,jk2_init() Found child 1888 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
431,432,Sun Dec 04 20:05:55 2005,notice,jk2_init() Found child 1886 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
432,433,Sun Dec 04 20:05:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
433,434,Sun Dec 04 20:05:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
434,435,Sun Dec 04 20:05:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
435,436,Sun Dec 04 20:05:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
436,437,Sun Dec 04 20:11:09 2005,notice,jk2_init() Found child 1899 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
437,438,Sun Dec 04 20:11:09 2005,notice,jk2_init() Found child 1901 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
438,439,Sun Dec 04 20:11:09 2005,notice,jk2_init() Found child 1898 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
439,440,Sun Dec 04 20:11:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
440,441,Sun Dec 04 20:11:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
441,442,Sun Dec 04 20:11:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
442,443,Sun Dec 04 20:11:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
443,444,Sun Dec 04 20:11:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
444,445,Sun Dec 04 20:11:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
445,446,Sun Dec 04 20:16:10 2005,notice,jk2_init() Found child 1915 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
446,447,Sun Dec 04 20:16:10 2005,notice,jk2_init() Found child 1913 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
447,448,Sun Dec 04 20:16:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
448,449,Sun Dec 04 20:16:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
449,450,Sun Dec 04 20:16:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
450,451,Sun Dec 04 20:16:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
451,452,Sun Dec 04 20:16:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
452,453,Sun Dec 04 20:16:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
453,454,Sun Dec 04 20:20:57 2005,notice,jk2_init() Found child 1931 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
454,455,Sun Dec 04 20:21:08 2005,notice,jk2_init() Found child 1933 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
455,456,Sun Dec 04 20:21:37 2005,notice,jk2_init() Found child 1934 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
456,457,Sun Dec 04 20:21:36 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
457,458,Sun Dec 04 20:23:12 2005,notice,jk2_init() Found child 1938 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
458,459,Sun Dec 04 20:24:45 2005,notice,jk2_init() Found child 1951 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
459,460,Sun Dec 04 20:24:45 2005,notice,jk2_init() Found child 1948 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
460,461,Sun Dec 04 20:24:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
461,462,Sun Dec 04 20:24:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
462,463,Sun Dec 04 20:24:49 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
463,464,Sun Dec 04 20:26:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
464,465,Sun Dec 04 20:28:00 2005,notice,jk2_init() Found child 1962 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
465,466,Sun Dec 04 20:28:39 2005,notice,jk2_init() Found child 1967 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
466,467,Sun Dec 04 20:31:35 2005,notice,jk2_init() Found child 1990 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
467,468,Sun Dec 04 20:32:37 2005,notice,jk2_init() Found child 1999 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
468,469,Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
469,470,Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
470,471,Sun Dec 04 20:32:55 2005,error,mod_jk child workerEnv in error state 10,E3,mod_jk child workerEnv in error state <*>
471,472,Sun Dec 04 20:33:35 2005,notice,jk2_init() Found child 2002 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
472,473,Sun Dec 04 20:33:35 2005,notice,jk2_init() Found child 2001 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
473,474,Sun Dec 04 20:33:47 2005,notice,jk2_init() Found child 2005 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
474,475,Sun Dec 04 20:33:47 2005,notice,jk2_init() Found child 2004 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
475,476,Sun Dec 04 20:34:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
476,477,Sun Dec 04 20:34:20 2005,notice,jk2_init() Found child 2007 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
477,478,Sun Dec 04 20:34:21 2005,notice,jk2_init() Found child 2008 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
478,479,Sun Dec 04 20:34:25 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
479,480,Sun Dec 04 20:34:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
480,481,Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2028 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
481,482,Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2027 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
482,483,Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2029 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
483,484,Sun Dec 04 20:37:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
484,485,Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2030 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
485,486,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
486,487,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
487,488,Sun Dec 04 20:41:12 2005,notice,jk2_init() Found child 2042 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
488,489,Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2059 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
489,490,Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2060 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
490,491,Sun Dec 04 20:44:30 2005,notice,jk2_init() Found child 2061 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
491,492,Sun Dec 04 20:47:16 2005,error,jk2_init() Can't find child 2082 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard
492,493,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
493,494,Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
494,495,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
495,496,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
496,497,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>
497,498,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2087 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard
498,499,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
499,500,Sun Dec 04 20:47:17 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
500,501,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
501,502,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>
502,503,Mon Dec 05 01:30:32 2005,error,[client 211.62.201.48] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
503,504,Mon Dec 05 03:23:21 2005,notice,jk2_init() Found child 2763 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
504,505,Mon Dec 05 03:23:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
505,506,Mon Dec 05 03:23:24 2005,error,[client 218.207.61.7] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
506,507,Mon Dec 05 03:25:46 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
507,508,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2815 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
508,509,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2812 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
509,510,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
510,511,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
511,512,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
512,513,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
513,514,Mon Dec 05 03:40:46 2005,notice,jk2_init() Found child 2823 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
514,515,Mon Dec 05 03:40:55 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
515,516,Mon Dec 05 03:40:55 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
516,517,Mon Dec 05 03:44:50 2005,notice,jk2_init() Found child 2824 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
517,518,Mon Dec 05 03:44:50 2005,error,[client 168.20.198.21] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
518,519,Mon Dec 05 03:44:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
519,520,Mon Dec 05 03:44:50 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
520,521,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2838 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
521,522,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2836 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
522,523,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2837 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
523,524,Mon Dec 05 03:47:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
524,525,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2845 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
525,526,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
526,527,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
527,528,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
528,529,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
529,530,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2857 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
530,531,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2855 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
531,532,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
532,533,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
533,534,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
534,535,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
535,536,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2866 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
536,537,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2867 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
537,538,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2865 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
538,539,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2864 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
539,540,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
540,541,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
541,542,Mon Dec 05 04:00:55 2005,notice,jk2_init() Found child 2877 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
542,543,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2878 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
543,544,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2880 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
544,545,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
545,546,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
546,547,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
547,548,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3669 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
548,549,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
549,550,Mon Dec 05 04:07:23 2005,notice,jk2_init() Found child 3672 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
550,551,Mon Dec 05 04:07:37 2005,notice,jk2_init() Found child 3673 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
551,552,Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3675 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
552,553,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3678 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
553,554,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3681 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
554,555,Mon Dec 05 04:08:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
555,556,Mon Dec 05 04:09:32 2005,notice,jk2_init() Found child 3685 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
556,557,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3690 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
557,558,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3691 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
558,559,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3744 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
559,560,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3754 in scoreboard slot 12,E1,jk2_init() Found child <*> in scoreboard slot <*>
560,561,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3753 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
561,562,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3752 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
562,563,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
563,564,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
564,565,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
565,566,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
566,567,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4595 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
567,568,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4594 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
568,569,Mon Dec 05 05:06:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
569,570,Mon Dec 05 05:11:04 2005,notice,jk2_init() Found child 4609 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
570,571,Mon Dec 05 05:11:04 2005,notice,jk2_init() Found child 4608 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
571,572,Mon Dec 05 05:11:34 2005,notice,jk2_init() Found child 4611 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
572,573,Mon Dec 05 05:11:54 2005,notice,jk2_init() Found child 4612 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
573,574,Mon Dec 05 05:12:56 2005,notice,jk2_init() Found child 4616 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
574,575,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4637 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
575,576,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4631 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
576,577,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
577,578,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
578,579,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
579,580,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
580,581,Mon Dec 05 06:35:27 2005,notice,jk2_init() Found child 4820 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
581,582,Mon Dec 05 06:35:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
582,583,Mon Dec 05 06:35:27 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
583,584,Mon Dec 05 06:36:59 2005,error,[client 221.232.178.24] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
584,585,Mon Dec 05 07:16:00 2005,notice,jk2_init() Found child 4893 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
585,586,Mon Dec 05 07:16:00 2005,notice,jk2_init() Found child 4892 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
586,587,Mon Dec 05 07:16:03 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
587,588,Mon Dec 05 07:16:03 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
588,589,Mon Dec 05 07:21:03 2005,notice,jk2_init() Found child 4907 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
589,590,Mon Dec 05 07:21:02 2005,notice,jk2_init() Found child 4905 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
590,591,Mon Dec 05 07:21:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
