,LineId,Date,Time,Pid,Tid,Level,Component,Content
334,335,03-17,16:14:10.874,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
335,336,03-17,16:14:12.930,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
336,337,03-17,16:14:12.931,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
337,338,03-17,16:14:14.950,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261879585, event=2, flags=0x0, uid=1000"
338,339,03-17,16:14:14.951,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
339,340,03-17,16:14:15.076,2227,2227,V,PhoneStatusBar,setLightsOn(true)
340,341,03-17,16:14:15.087,1702,2555,I,WindowManager,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555
341,342,03-17,16:14:15.941,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
342,343,03-17,16:14:15.942,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
343,344,03-17,16:14:16.321,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
344,345,03-17,16:14:16.368,2227,2227,V,PhoneStatusBar,setLightsOn(true)
345,346,03-17,16:14:16.386,2227,2227,V,PhoneStatusBar,setLightsOn(true)
346,347,03-17,16:14:16.386,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
347,348,03-17,16:14:16.451,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output
348,349,03-17,16:14:16.585,2227,2227,V,PhoneStatusBar,setLightsOn(true)
349,350,03-17,16:14:16.585,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
350,351,03-17,16:14:16.769,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261881405, event=2, flags=0x0, uid=1000"
351,352,03-17,16:14:16.770,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
352,353,03-17,16:14:16.800,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
353,354,03-17,16:14:16.819,2227,2227,V,PhoneStatusBar,setLightsOn(true)
354,355,03-17,16:14:17.018,2227,2227,V,PhoneStatusBar,setLightsOn(true)
355,356,03-17,16:14:17.036,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
356,357,03-17,16:14:19.061,2227,2227,V,PhoneStatusBar,setLightsOn(true)
357,358,03-17,16:14:19.248,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
358,359,03-17,16:14:19.248,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
359,360,03-17,16:14:19.311,2227,2227,V,PhoneStatusBar,setLightsOn(true)
360,361,03-17,16:14:19.311,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
361,362,03-17,16:14:19.550,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
362,363,03-17,16:14:19.830,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261884464, event=2, flags=0x0, uid=1000"
363,364,03-17,16:14:19.898,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
364,365,03-17,16:14:20.108,23650,23685,V,AudioManager,isMusicActive...
365,366,03-17,16:14:20.275,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
366,367,03-17,16:14:20.292,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
367,368,03-17,16:14:20.666,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261885300, event=2, flags=0x0, uid=1000"
368,369,03-17,16:14:20.667,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
369,370,03-17,16:14:20.766,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
370,371,03-17,16:14:21.182,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261885816, event=2, flags=0x0, uid=1000"
371,372,03-17,16:14:21.278,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
372,373,03-17,16:14:21.467,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
373,374,03-17,16:14:21.885,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261886520, event=2, flags=0x0, uid=1000"
374,375,03-17,16:14:22.436,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261887070, event=2, flags=0x0, uid=1000"
375,376,03-17,16:14:22.521,2227,2227,V,PhoneStatusBar,setLightsOn(true)
376,377,03-17,16:14:22.522,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
377,378,03-17,16:14:22.534,1702,14638,I,WindowManager,Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555
378,379,03-17,16:14:22.539,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
379,380,03-17,16:14:22.633,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
380,381,03-17,16:14:22.688,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)"
381,382,03-17,16:14:23.457,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
382,383,03-17,16:14:23.458,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
383,384,03-17,16:14:23.458,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
384,385,03-17,16:14:24.640,1702,27357,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output
385,386,03-17,16:14:24.971,1702,27365,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output
386,387,03-17,16:14:24.979,1702,14640,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output
387,388,03-17,16:14:27.047,1702,2096,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
388,389,03-17,16:14:27.075,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
389,390,03-17,16:14:27.075,1702,1702,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
390,391,03-17,16:14:27.162,1702,3693,I,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: 5784, euid: 0"
391,392,03-17,16:14:27.170,1702,1736,D,ActivityManager,cleanUpApplicationRecord -- 23484
392,393,03-17,16:14:27.171,1702,1736,I,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: 23484, euid: 0"
393,394,03-17,16:14:27.182,1702,1737,I,ActivityManager,"cleanUpApplicationRecordLocked, pid: 5769, restart: false"
394,395,03-17,16:14:29.484,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
395,396,03-17,16:14:29.484,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
396,397,03-17,16:14:29.484,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
397,398,03-17,16:14:33.096,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
398,399,03-17,16:14:33.096,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
399,400,03-17,16:14:33.097,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
400,401,03-17,16:14:33.691,1702,27357,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output
401,402,03-17,16:14:34.490,1702,3697,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output
402,403,03-17,16:14:36.105,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
403,404,03-17,16:14:36.708,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
404,405,03-17,16:14:37.010,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
405,406,03-17,16:14:37.312,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
406,407,03-17,16:14:38.301,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output
407,408,03-17,16:14:39.811,1702,14640,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output
408,409,03-17,16:14:42.729,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
409,410,03-17,16:14:42.814,1702,8303,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
410,411,03-17,16:14:43.030,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
411,412,03-17,16:14:47.846,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
412,413,03-17,16:14:47.846,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
413,414,03-17,16:14:50.111,23650,23685,V,AudioManager,isMusicActive...
414,415,03-17,16:14:53.261,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
415,416,03-17,16:14:53.261,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
416,417,03-17,16:14:54.641,1702,2107,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output
417,418,03-17,16:14:55.046,1702,14638,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
418,419,03-17,16:14:56.126,1702,1737,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
419,420,03-17,16:14:56.326,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
420,421,03-17,16:14:56.571,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
421,422,03-17,16:14:56.571,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
422,423,03-17,16:15:00.006,1702,1702,I,AlarmManager,scheduleTimeTickEvent triggerAtTime = 509262332
423,424,03-17,16:15:00.026,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0"
424,425,03-17,16:15:00.026,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false
425,426,03-17,16:15:00.050,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false
426,427,03-17,16:15:00.939,1702,2558,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
427,428,03-17,16:15:01.143,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
428,429,03-17,16:15:01.143,1702,17632,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
429,430,03-17,16:15:01.811,1702,1737,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
430,431,03-17,16:15:01.817,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
431,432,03-17,16:15:01.819,1702,3694,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
432,433,03-17,16:15:01.821,1702,2555,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
433,434,03-17,16:15:01.866,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
434,435,03-17,16:15:01.940,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false
435,436,03-17,16:15:01.994,2626,22775,W,PhoneInterfaceManager,shouldBlockLocation running ...
436,437,03-17,16:15:02.016,1702,2113,D,PowerManagerService,"release:lock=134680583, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626"
437,438,03-17,16:15:02.018,1702,2113,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
438,439,03-17,16:15:02.027,2626,2643,W,PhoneInterfaceManager,shouldBlockLocation running ...
439,440,03-17,16:15:02.028,2626,2643,I,PhoneInterfaceManager,shouldBlockLocation  ret:false
440,441,03-17,16:15:02.030,1702,14640,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
441,442,03-17,16:15:02.030,1702,14640,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
442,443,03-17,16:15:02.043,1702,2618,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
443,444,03-17,16:15:02.054,1702,8290,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
444,445,03-17,16:15:02.054,1702,8290,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
445,446,03-17,16:15:02.064,1702,17622,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
446,447,03-17,16:15:02.064,1702,17622,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
447,448,03-17,16:15:02.065,1702,3137,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
448,449,03-17,16:15:02.085,1702,17630,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
449,450,03-17,16:15:02.087,2626,2642,W,PhoneInterfaceManager,shouldBlockLocation running ...
450,451,03-17,16:15:02.896,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
451,452,03-17,16:15:02.896,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
452,453,03-17,16:15:02.897,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
453,454,03-17,16:15:05.340,1702,1737,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
454,455,03-17,16:15:05.340,1702,1737,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
455,456,03-17,16:15:05.382,1702,2633,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
456,457,03-17,16:15:05.482,1702,17630,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626"
457,458,03-17,16:15:05.483,1702,17630,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
458,459,03-17,16:15:05.483,1702,17630,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
459,460,03-17,16:15:05.687,1702,8290,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
460,461,03-17,16:15:05.994,1702,8303,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626"
461,462,03-17,16:15:06.000,1702,17632,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626"
462,463,03-17,16:15:06.000,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
463,464,03-17,16:15:06.003,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
464,465,03-17,16:15:06.008,1702,8290,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
465,466,03-17,16:15:06.045,1702,2250,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
466,467,03-17,16:15:06.197,2626,23469,W,PhoneInterfaceManager,shouldBlockLocation running ...
467,468,03-17,16:15:06.198,2626,23469,I,PhoneInterfaceManager,shouldBlockLocation  ret:false
468,469,03-17,16:15:06.200,1702,3137,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
469,470,03-17,16:15:06.201,1702,17621,D,PowerManagerService,"release:lock=120758482, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626"
470,471,03-17,16:15:06.202,1702,17621,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
471,472,03-17,16:15:06.211,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
472,473,03-17,16:15:06.211,1702,27353,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
473,474,03-17,16:15:06.213,2626,2809,W,PhoneInterfaceManager,shouldBlockLocation running ...
474,475,03-17,16:15:06.216,1702,10454,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
475,476,03-17,16:15:06.225,1702,2644,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
476,477,03-17,16:15:06.235,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
477,478,03-17,16:15:06.241,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...
478,479,03-17,16:15:06.241,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false
479,480,03-17,16:15:06.807,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
480,481,03-17,16:15:06.807,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
481,482,03-17,16:15:07.847,1702,8671,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
482,483,03-17,16:15:07.847,1702,8671,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
483,484,03-17,16:15:07.853,1702,2395,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626"
484,485,03-17,16:15:07.854,1702,2395,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
485,486,03-17,16:15:07.862,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
486,487,03-17,16:15:07.969,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...
487,488,03-17,16:15:07.969,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false
488,489,03-17,16:15:08.066,1702,2644,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"
489,490,03-17,16:15:08.076,1702,2633,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
490,491,03-17,16:15:08.080,2626,3848,W,PhoneInterfaceManager,shouldBlockLocation running ...
491,492,03-17,16:15:08.089,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false
492,493,03-17,16:15:11.325,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200"
493,494,03-17,16:15:15.843,1702,1820,I,DisplayPowerController,HBM brightnessIn =38
494,495,03-17,16:15:15.844,1702,1820,I,DisplayPowerController,HBM brightnessOut =38
495,496,03-17,16:15:18.856,28601,28601,V,AudioManager,unregisterAudioFocusListener...
496,497,03-17,16:15:18.859,28601,12278,I,MediaPlayer,"[HSM] stayAwake false uid: 10111, pid: 28601"
497,498,03-17,16:15:18.866,28601,12278,I,MediaPlayer,Pid:28601 MediaPlayer destructor
498,499,03-17,16:15:19.882,1702,17621,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
499,500,03-17,16:15:19.992,1702,2644,I,ActivityManager,Process com.tencent.mobileqq:qzone (pid 12236) has died
500,501,03-17,16:15:19.993,1702,2644,W,ActivityManager,Scheduling restart of crashed service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService in 1000ms
501,502,03-17,16:15:19.993,1702,2644,I,ActivityManager,"cleanUpApplicationRecordLocked, pid: 12236, restart: false"
502,503,03-17,16:15:19.993,1702,2644,I,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: 12236, euid: 0"
503,504,03-17,16:15:20.118,23650,23685,V,AudioManager,isMusicActive...
