,LineId,Month,Date,Time,Level,Component,PID,Content
438,439,Jul,6,18:00:56,combo,ftpd,9762,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005
439,440,Jul,6,18:00:57,combo,ftpd,9779,connection from 211.72.151.162 () at Wed Jul  6 18:00:57 2005
440,441,Jul,7,04:04:31,combo,su(pam_unix),10961,session opened for user cyrus by (uid=0)
441,442,Jul,7,04:04:33,combo,logrotate,,ALERT exited abnormally with [1]
442,443,Jul,7,04:10:44,combo,su(pam_unix),12193,session opened for user news by (uid=0)
443,444,Jul,7,07:18:12,combo,sshd(pam_unix),12518,session opened for user test by (uid=509)
444,445,Jul,7,07:18:12,combo,sshd(pam_unix),12518,session closed for user test
445,446,Jul,7,07:18:12,combo,sshd(pam_unix),12519,session closed for user test
446,447,Jul,7,07:18:13,combo,sshd(pam_unix),12527,session opened for user test by (uid=509)
447,448,Jul,7,07:18:14,combo,sshd(pam_unix),12525,session closed for user test
448,449,Jul,7,08:09:11,combo,udev,12754,removing device node '/udev/vcsa2'
449,450,Jul,7,08:09:11,combo,udev,12753,removing device node '/udev/vcs2'
450,451,Jul,7,08:09:11,combo,udev,12778,creating device node '/udev/vcsa2'
451,452,Jul,7,08:09:11,combo,udev,12795,creating device node '/udev/vcs2'
452,453,Jul,7,14:18:57,combo,sshd(pam_unix),13321,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br
453,454,Jul,7,14:18:58,combo,sshd(pam_unix),13318,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br
454,455,Jul,7,14:18:59,combo,sshd(pam_unix),13323,check pass; user unknown
455,456,Jul,7,16:33:52,combo,ftpd,13521,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005
456,457,Jul,7,16:33:52,combo,ftpd,13513,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005
457,458,Jul,7,16:33:52,combo,ftpd,13511,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005
458,459,Jul,7,16:33:52,combo,ftpd,13516,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005
459,460,Jul,7,16:33:52,combo,ftpd,13522,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005
460,461,Jul,7,16:33:52,combo,ftpd,13517,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005
461,462,Jul,7,16:33:52,combo,ftpd,13519,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005
462,463,Jul,7,16:33:52,combo,ftpd,13514,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005
463,464,Jul,7,23:09:45,combo,ftpd,14105,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005
464,465,Jul,7,23:09:45,combo,ftpd,14103,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005
465,466,Jul,7,23:09:45,combo,ftpd,14107,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005
466,467,Jul,7,23:09:45,combo,ftpd,14104,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005
467,468,Jul,7,23:09:45,combo,ftpd,14108,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005
468,469,Jul,7,23:09:45,combo,ftpd,14109,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005
469,470,Jul,7,23:09:45,combo,ftpd,14112,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005
470,471,Jul,7,23:09:45,combo,ftpd,14116,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005
471,472,Jul,7,23:09:45,combo,ftpd,14117,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005
472,473,Jul,8,04:04:19,combo,su(pam_unix),14943,session opened for user cyrus by (uid=0)
473,474,Jul,8,04:04:20,combo,logrotate,,ALERT exited abnormally with [1]
474,475,Jul,8,20:14:56,combo,sshd(pam_unix),20964,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test
475,476,Jul,9,04:04:24,combo,su(pam_unix),21991,session closed for user cyrus
476,477,Jul,9,04:10:11,combo,su(pam_unix),22368,session opened for user news by (uid=0)
477,478,Jul,9,04:10:12,combo,su(pam_unix),22368,session closed for user news
478,479,Jul,9,11:35:59,combo,ftpd,23031,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
479,480,Jul,9,11:35:59,combo,ftpd,23035,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
480,481,Jul,9,11:35:59,combo,ftpd,23029,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
481,482,Jul,9,11:35:59,combo,ftpd,23036,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
482,483,Jul,9,11:35:59,combo,ftpd,23046,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
483,484,Jul,9,11:35:59,combo,ftpd,23048,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
484,485,Jul,9,11:35:59,combo,ftpd,23040,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
485,486,Jul,9,11:35:59,combo,ftpd,23041,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
486,487,Jul,9,11:35:59,combo,ftpd,23047,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
487,488,Jul,9,11:35:59,combo,ftpd,23033,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
488,489,Jul,9,11:35:59,combo,ftpd,23042,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
489,490,Jul,9,12:16:49,combo,ftpd,23140,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
490,491,Jul,9,12:16:49,combo,ftpd,23143,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
491,492,Jul,9,12:16:49,combo,ftpd,23145,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
492,493,Jul,9,12:16:49,combo,ftpd,23146,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
493,494,Jul,9,12:16:49,combo,ftpd,23148,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
494,495,Jul,9,12:16:51,combo,ftpd,23151,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005
495,496,Jul,9,12:16:51,combo,ftpd,23152,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005
496,497,Jul,9,12:16:51,combo,ftpd,23153,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005
497,498,Jul,9,12:59:44,combo,ftpd,23215,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
498,499,Jul,9,12:59:44,combo,ftpd,23205,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
499,500,Jul,9,12:59:44,combo,ftpd,23208,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
500,501,Jul,9,12:59:44,combo,ftpd,23209,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
501,502,Jul,9,12:59:44,combo,ftpd,23210,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
502,503,Jul,9,12:59:44,combo,ftpd,23211,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
503,504,Jul,9,12:59:44,combo,ftpd,23220,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
504,505,Jul,9,12:59:45,combo,ftpd,23222,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005
505,506,Jul,9,12:59:45,combo,ftpd,23223,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005
506,507,Jul,9,12:59:45,combo,ftpd,23225,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005
507,508,Jul,9,12:59:45,combo,ftpd,23226,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005
508,509,Jul,9,19:34:06,combo,sshd(pam_unix),23781,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
509,510,Jul,9,19:34:06,combo,sshd(pam_unix),23784,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
510,511,Jul,9,19:34:07,combo,sshd(pam_unix),23786,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
511,512,Jul,9,19:34:09,combo,sshd(pam_unix),23788,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
512,513,Jul,9,19:34:10,combo,sshd(pam_unix),23792,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
513,514,Jul,9,22:53:19,combo,ftpd,24089,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005
514,515,Jul,9,22:53:19,combo,ftpd,24090,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005
515,516,Jul,9,22:53:19,combo,ftpd,24091,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005
516,517,Jul,9,22:53:22,combo,ftpd,24077,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
517,518,Jul,9,22:53:22,combo,ftpd,24086,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
518,519,Jul,9,22:53:22,combo,ftpd,24074,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
519,520,Jul,9,22:53:22,combo,ftpd,24072,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
520,521,Jul,9,22:53:22,combo,ftpd,24075,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
521,522,Jul,9,22:53:22,combo,ftpd,24078,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
522,523,Jul,9,22:53:22,combo,ftpd,24080,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
523,524,Jul,9,22:53:22,combo,ftpd,24070,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
524,525,Jul,9,22:53:22,combo,ftpd,24083,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
525,526,Jul,9,22:53:22,combo,ftpd,24082,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
526,527,Jul,9,22:53:22,combo,ftpd,24073,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
527,528,Jul,10,03:55:15,combo,ftpd,24513,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
528,529,Jul,10,03:55:15,combo,ftpd,24519,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
529,530,Jul,10,03:55:15,combo,ftpd,24514,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
530,531,Jul,10,03:55:15,combo,ftpd,24517,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
531,532,Jul,10,03:55:15,combo,ftpd,24520,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
532,533,Jul,10,03:55:15,combo,ftpd,24522,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
533,534,Jul,10,03:55:15,combo,ftpd,24518,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
534,535,Jul,10,03:55:15,combo,ftpd,24526,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
535,536,Jul,10,03:55:15,combo,ftpd,24529,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
536,537,Jul,10,03:55:15,combo,ftpd,24530,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
537,538,Jul,10,03:55:15,combo,ftpd,24531,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
538,539,Jul,10,03:55:15,combo,ftpd,24533,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
539,540,Jul,10,03:55:15,combo,ftpd,24534,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
540,541,Jul,10,04:04:31,combo,su(pam_unix),24898,session opened for user cyrus by (uid=0)
541,542,Jul,10,04:04:32,combo,su(pam_unix),24898,session closed for user cyrus
542,543,Jul,10,04:04:33,combo,cups,,cupsd shutdown succeeded
543,544,Jul,10,04:04:39,combo,cups,,cupsd startup succeeded
544,545,Jul,10,04:04:46,combo,syslogd 1.4.1,,restart.
545,546,Jul,10,04:10:47,combo,su(pam_unix),26353,session opened for user news by (uid=0)
546,547,Jul,10,04:10:47,combo,su(pam_unix),26353,session closed for user news
547,548,Jul,10,07:24:24,combo,ftpd,29726,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
548,549,Jul,10,07:24:24,combo,ftpd,29725,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
549,550,Jul,10,07:24:24,combo,ftpd,29719,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
550,551,Jul,10,07:24:24,combo,ftpd,29723,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
551,552,Jul,10,07:24:24,combo,ftpd,29718,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
552,553,Jul,10,07:24:24,combo,ftpd,29724,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
553,554,Jul,10,07:24:24,combo,ftpd,29722,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
554,555,Jul,10,07:24:34,combo,ftpd,29730,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
555,556,Jul,10,07:24:34,combo,ftpd,29734,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
556,557,Jul,10,07:24:34,combo,ftpd,29737,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
557,558,Jul,10,13:17:22,combo,ftpd,30278,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
558,559,Jul,10,13:17:22,combo,ftpd,30277,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
559,560,Jul,10,13:17:22,combo,ftpd,30293,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
560,561,Jul,10,13:17:22,combo,ftpd,30279,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
561,562,Jul,10,13:17:22,combo,ftpd,30280,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
562,563,Jul,10,13:17:22,combo,ftpd,30281,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
563,564,Jul,10,13:17:22,combo,ftpd,30288,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
564,565,Jul,10,13:17:22,combo,ftpd,30290,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
565,566,Jul,10,13:17:22,combo,ftpd,30294,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
566,567,Jul,10,13:17:22,combo,ftpd,30296,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
567,568,Jul,10,13:17:22,combo,ftpd,30283,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
568,569,Jul,10,13:17:22,combo,ftpd,30285,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
569,570,Jul,10,13:17:22,combo,ftpd,30287,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
570,571,Jul,10,13:17:22,combo,ftpd,30291,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
571,572,Jul,10,16:01:44,combo,sshd(pam_unix),30532,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
572,573,Jul,10,16:01:47,combo,sshd(pam_unix),30540,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
573,574,Jul,10,16:01:48,combo,sshd(pam_unix),30542,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
574,575,Jul,10,16:01:48,combo,sshd(pam_unix),30544,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
575,576,Jul,10,16:01:48,combo,sshd(pam_unix),30546,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
576,577,Jul,10,16:01:49,combo,sshd(pam_unix),30548,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
577,578,Jul,10,16:01:56,combo,sshd(pam_unix),30550,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
578,579,Jul,10,16:01:57,combo,sshd(pam_unix),30552,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
579,580,Jul,10,16:01:58,combo,sshd(pam_unix),30554,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
580,581,Jul,10,16:01:59,combo,sshd(pam_unix),30558,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
581,582,Jul,10,16:01:59,combo,sshd(pam_unix),30560,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
582,583,Jul,10,16:02:01,combo,sshd(pam_unix),30566,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
583,584,Jul,10,16:02:02,combo,sshd(pam_unix),30568,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
584,585,Jul,10,16:02:09,combo,sshd(pam_unix),30572,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
585,586,Jul,10,16:02:10,combo,sshd(pam_unix),30575,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
586,587,Jul,10,16:02:12,combo,sshd(pam_unix),30578,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
587,588,Jul,10,16:02:13,combo,sshd(pam_unix),30582,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
588,589,Jul,10,16:02:14,combo,sshd(pam_unix),30584,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
589,590,Jul,10,16:02:14,combo,sshd(pam_unix),30585,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
590,591,Jul,10,16:02:23,combo,sshd(pam_unix),30595,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
591,592,Jul,10,16:02:23,combo,sshd(pam_unix),30594,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
592,593,Jul,10,16:02:24,combo,sshd(pam_unix),30598,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
593,594,Jul,10,16:02:27,combo,sshd(pam_unix),30605,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
594,595,Jul,10,16:02:27,combo,sshd(pam_unix),30607,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
595,596,Jul,10,16:02:34,combo,sshd(pam_unix),30612,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
596,597,Jul,10,16:02:35,combo,sshd(pam_unix),30615,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
597,598,Jul,10,16:02:39,combo,sshd(pam_unix),30622,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
598,599,Jul,10,16:02:39,combo,sshd(pam_unix),30624,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
599,600,Jul,10,16:02:40,combo,sshd(pam_unix),30625,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
600,601,Jul,10,16:02:40,combo,sshd(pam_unix),30628,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
601,602,Jul,10,16:02:45,combo,sshd(pam_unix),30630,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
602,603,Jul,10,16:02:46,combo,sshd(pam_unix),30632,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
603,604,Jul,10,16:02:47,combo,sshd(pam_unix),30635,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
604,605,Jul,10,16:02:49,combo,sshd(pam_unix),30638,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
605,606,Jul,10,16:02:52,combo,sshd(pam_unix),30642,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
606,607,Jul,10,16:02:52,combo,sshd(pam_unix),30644,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
607,608,Jul,10,16:03:05,combo,sshd(pam_unix),30662,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
608,609,Jul,10,16:03:05,combo,sshd(pam_unix),30665,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
609,610,Jul,10,16:03:11,combo,sshd(pam_unix),30672,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
610,611,Jul,10,16:03:16,combo,sshd(pam_unix),30680,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
611,612,Jul,10,16:03:18,combo,sshd(pam_unix),30684,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
612,613,Jul,10,16:03:18,combo,sshd(pam_unix),30685,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
613,614,Jul,10,16:33:02,combo,sshd(pam_unix),30731,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
614,615,Jul,10,16:33:02,combo,sshd(pam_unix),30734,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
615,616,Jul,10,16:33:03,combo,sshd(pam_unix),30739,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
616,617,Jul,10,16:33:03,combo,sshd(pam_unix),30737,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
617,618,Jul,10,16:33:04,combo,sshd(pam_unix),30740,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
618,619,Jul,10,16:33:05,combo,sshd(pam_unix),30743,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
619,620,Jul,11,03:46:14,combo,sshd(pam_unix),31851,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
620,621,Jul,11,03:46:15,combo,sshd(pam_unix),31854,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
621,622,Jul,11,03:46:16,combo,sshd(pam_unix),31862,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
622,623,Jul,11,03:46:17,combo,sshd(pam_unix),31855,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
623,624,Jul,11,03:46:17,combo,sshd(pam_unix),31852,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
624,625,Jul,11,03:46:19,combo,sshd(pam_unix),31860,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root
625,626,Jul,11,04:03:04,combo,su(pam_unix),32237,session closed for user cyrus
626,627,Jul,11,04:08:37,combo,su(pam_unix),32608,session opened for user news by (uid=0)
627,628,Jul,11,04:08:38,combo,su(pam_unix),32608,session closed for user news
628,629,Jul,11,17:58:16,combo,sshd(pam_unix),1325,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
629,630,Jul,11,17:58:19,combo,sshd(pam_unix),1331,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
630,631,Jul,11,17:58:21,combo,sshd(pam_unix),1335,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
631,632,Jul,11,17:58:21,combo,sshd(pam_unix),1337,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
632,633,Jul,11,17:58:21,combo,sshd(pam_unix),1338,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
633,634,Jul,11,17:58:23,combo,sshd(pam_unix),1343,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root
634,635,Jul,12,04:03:40,combo,su(pam_unix),2605,session opened for user cyrus by (uid=0)
635,636,Jul,12,04:09:49,combo,su(pam_unix),3833,session opened for user news by (uid=0)
636,637,Jul,12,06:09:44,combo,sshd(pam_unix),4052,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
637,638,Jul,12,06:09:44,combo,sshd(pam_unix),4054,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
638,639,Jul,12,06:09:45,combo,sshd(pam_unix),4059,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root
639,640,Jul,13,04:04:45,combo,logrotate,,ALERT exited abnormally with [1]
640,641,Jul,13,04:10:41,combo,su(pam_unix),6863,session opened for user news by (uid=0)
641,642,Jul,13,17:22:28,combo,sshd(pam_unix),8113,session opened for user test by (uid=509)
642,643,Jul,13,17:22:28,combo,sshd(pam_unix),8114,session opened for user test by (uid=509)
643,644,Jul,13,17:22:29,combo,sshd(pam_unix),8114,session closed for user test
644,645,Jul,13,17:22:29,combo,sshd(pam_unix),8117,session opened for user test by (uid=509)
645,646,Jul,14,04:08:24,combo,su(pam_unix),9355,session opened for user cyrus by (uid=0)
646,647,Jul,14,04:14:38,combo,su(pam_unix),10583,session opened for user news by (uid=0)
647,648,Jul,14,04:14:39,combo,su(pam_unix),10583,session closed for user news
648,649,Jul,14,14:59:56,combo,sshd(pam_unix),11708,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root
649,650,Jul,14,15:00:09,combo,sshd(pam_unix),11710,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root
