,LineId,Time,Program,Content
362,363,10.30 20:45:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
363,364,10.30 20:45:28,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
364,365,10.30 20:45:37,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:13"
365,366,10.30 20:45:37,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 10069 bytes (9.83 KB) sent, 4062 bytes (3.96 KB) received, lifetime 00:45"
366,367,10.30 20:45:37,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
367,368,10.30 20:45:55,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 694 bytes sent, 892 bytes received, lifetime <1 sec"
368,369,10.30 20:45:56,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:15"
369,370,10.30 20:45:57,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01"
370,371,10.30 20:45:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
371,372,10.30 20:45:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
372,373,10.30 20:45:58,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
373,374,10.30 20:45:59,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
374,375,10.30 20:46:17,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:20"
375,376,10.30 20:46:17,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1008 bytes sent, 21970 bytes (21.4 KB) received, lifetime 00:03"
376,377,10.30 20:46:17,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
377,378,10.30 20:46:18,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
378,379,10.30 20:46:19,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
379,380,10.30 20:46:19,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec"
380,381,10.30 20:46:21,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1359 bytes (1.32 KB) sent, 378 bytes received, lifetime <1 sec"
381,382,10.30 20:46:25,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
382,383,10.30 20:46:37,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:17"
383,384,10.30 20:46:37,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:18"
384,385,10.30 20:46:37,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:17"
385,386,10.30 20:46:50,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1173 bytes (1.14 KB) sent, 375 bytes received, lifetime 00:01"
386,387,10.30 20:46:50,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 722 bytes sent, 310 bytes received, lifetime <1 sec"
387,388,10.30 20:46:52,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 941 bytes sent, 398 bytes received, lifetime <1 sec"
388,389,10.30 20:46:57,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2842 bytes (2.77 KB) sent, 279 bytes received, lifetime 00:05"
389,390,10.30 20:47:01,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
390,391,10.30 20:47:01,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4126 bytes (4.02 KB) sent, 43096 bytes (42.0 KB) received, lifetime 00:11"
391,392,10.30 20:47:01,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
392,393,10.30 20:47:15,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 696 bytes sent, 889 bytes received, lifetime <1 sec"
393,394,10.30 20:47:27,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
394,395,10.30 20:47:28,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
395,396,10.30 20:47:39,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
396,397,10.30 20:47:40,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
397,398,10.30 20:47:40,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
398,399,10.30 20:47:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:05"
399,400,10.30 20:47:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:05"
400,401,10.30 20:47:45,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
401,402,10.30 20:47:57,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:12"
402,403,10.30 20:48:26,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1107 bytes (1.08 KB) sent, 406 bytes received, lifetime 00:01"
403,404,10.30 20:48:26,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 618 bytes sent, 3235 bytes (3.15 KB) received, lifetime 00:41"
404,405,10.30 20:48:26,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
405,406,10.30 20:48:26,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 725 bytes sent, 310 bytes received, lifetime <1 sec"
406,407,10.30 20:48:27,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01"
407,408,10.30 20:48:27,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
408,409,10.30 20:48:29,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
409,410,10.30 20:48:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 942 bytes sent, 398 bytes received, lifetime <1 sec"
410,411,10.30 20:48:33,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
411,412,10.30 20:48:41,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
412,413,10.30 20:48:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1010 bytes sent, 21976 bytes (21.4 KB) received, lifetime 00:02"
413,414,10.30 20:48:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1455 bytes (1.42 KB) sent, 1794 bytes (1.75 KB) received, lifetime 00:01"
414,415,10.30 20:48:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4528 bytes (4.42 KB) sent, 648 bytes received, lifetime 01:03"
415,416,10.30 20:48:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec"
416,417,10.30 20:48:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
417,418,10.30 20:48:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
418,419,10.30 20:48:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
419,420,10.30 20:48:47,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01"
420,421,10.30 20:49:01,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
421,422,10.30 20:49:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
422,423,10.30 20:49:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
423,424,10.30 20:49:03,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4496 bytes (4.39 KB) sent, 648 bytes received, lifetime 00:18"
424,425,10.30 20:49:04,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01"
425,426,10.30 20:49:04,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:18"
426,427,10.30 20:49:04,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:20"
427,428,10.30 20:49:15,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
428,429,10.30 20:49:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
429,430,10.30 20:49:34,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:19"
430,431,10.30 20:49:34,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:19"
431,432,10.30 20:49:35,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
432,433,10.30 20:51:34,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1578 bytes (1.54 KB) sent, 702 bytes received, lifetime 02:19"
433,434,10.30 20:51:35,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4498 bytes (4.39 KB) sent, 654 bytes received, lifetime 02:17"
434,435,10.30 20:51:49,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4763 bytes (4.65 KB) sent, 1421 bytes (1.38 KB) received, lifetime 02:15"
435,436,10.30 20:52:14,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
436,437,10.30 20:53:18,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
437,438,10.30 20:55:49,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.
438,439,10.30 20:57:25,WeChat.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
439,440,10.30 20:59:47,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.
440,441,10.30 21:05:33,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1408 bytes (1.37 KB) sent, 0 bytes received, lifetime <1 sec"
441,442,10.30 21:05:35,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:04"
442,443,10.30 21:05:39,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
443,444,10.30 21:05:39,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1065 bytes (1.04 KB) sent, 11966 bytes (11.6 KB) received, lifetime <1 sec"
444,445,10.30 21:05:39,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
445,446,10.30 21:05:40,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
446,447,10.30 21:05:40,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1054 bytes (1.02 KB) sent, 366 bytes received, lifetime <1 sec"
447,448,10.30 21:05:41,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
448,449,10.30 21:05:41,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
449,450,10.30 21:05:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
450,451,10.30 21:05:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:04"
451,452,10.30 21:06:04,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
452,453,10.30 21:06:22,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
453,454,10.30 21:06:30,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
454,455,10.30 21:06:31,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
455,456,10.30 21:06:34,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 3094 bytes (3.02 KB) sent, 1014 bytes received, lifetime 00:05"
456,457,10.30 21:06:38,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2813 bytes (2.74 KB) sent, 1241 bytes (1.21 KB) received, lifetime 00:05"
457,458,10.30 21:06:38,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2301 bytes (2.24 KB) sent, 9442 bytes (9.22 KB) received, lifetime 00:07"
458,459,10.30 21:06:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
459,460,10.30 21:07:09,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
460,461,10.30 21:07:18,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
461,462,10.30 21:07:20,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
462,463,10.30 21:08:23,YodaoDict.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
463,464,10.30 21:08:23,YodaoDict.exe,"proxy.cse.cuhk.edu.hk:5070 close, 441 bytes sent, 687 bytes received, lifetime <1 sec"
464,465,10.30 21:10:12,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1237 bytes (1.20 KB) sent, 1164 bytes (1.13 KB) received, lifetime 04:00"
465,466,10.30 21:11:09,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2001 bytes (1.95 KB) sent, 18018 bytes (17.5 KB) received, lifetime 04:00"
466,467,10.30 21:11:51,YodaoDict.exe,oimageb3.ydstatic.com:80 error : A connection request was canceled before the completion.
467,468,10.30 21:11:55,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.
468,469,10.30 21:12:56,YodaoDict.exe,oimagec1.ydstatic.com:80 error : A connection request was canceled before the completion.
469,470,10.30 21:13:09,AcroRd32.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
470,471,10.30 21:13:23,spoolsv.exe *64,"127.0.0.1:135 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403"
471,472,10.30 21:14:03,YodaoDict.exe,"oimageb7.ydstatic.com:80 close, 357 bytes sent, 24275 bytes (23.7 KB) received, lifetime 00:30"
472,473,10.30 21:14:05,YodaoDict.exe,oimageb4.ydstatic.com:80 error : A connection request was canceled before the completion.
473,474,10.30 21:14:05,YodaoDict.exe,oimagec4.ydstatic.com:80 error : A connection request was canceled before the completion.
474,475,10.30 21:14:05,YodaoDict.exe,oimageb8.ydstatic.com:80 error : A connection request was canceled before the completion.
475,476,10.30 21:14:16,YodaoDict.exe,"oimageb6.ydstatic.com:80 close, 358 bytes sent, 38960 bytes (38.0 KB) received, lifetime 00:30"
476,477,10.30 21:14:57,YodaoDict.exe,oimagec4.ydstatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
477,478,10.30 21:14:59,YodaoDict.exe,"oimagea7.ydstatic.com:80 close, 414 bytes sent, 41182 bytes (40.2 KB) received, lifetime 00:30"
478,479,10.30 21:16:40,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
479,480,10.30 21:16:41,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.
480,481,10.30 21:16:41,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.
481,482,10.30 21:17:51,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.
482,483,10.30 21:19:15,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
483,484,10.30 21:19:15,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
484,485,10.30 21:19:16,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1225 bytes (1.19 KB) sent, 1093 bytes (1.06 KB) received, lifetime 00:01"
485,486,10.30 21:19:19,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec"
486,487,10.30 21:19:20,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 964 bytes sent, 848 bytes received, lifetime <1 sec"
487,488,10.30 21:19:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
488,489,10.30 21:19:22,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
489,490,10.30 21:19:29,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
490,491,10.30 21:19:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1066 bytes (1.04 KB) sent, 3042 bytes (2.97 KB) received, lifetime 00:10"
491,492,10.30 21:21:33,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1217 bytes (1.18 KB) sent, 592 bytes received, lifetime 01:02"
492,493,10.30 21:21:33,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
493,494,10.30 21:21:34,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
494,495,10.30 21:21:36,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 564 bytes sent, 28902 bytes (28.2 KB) received, lifetime <1 sec"
495,496,10.30 21:21:36,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
496,497,10.30 21:21:48,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
497,498,07.26 13:30:34,chrome.exe *64,c.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
498,499,07.26 13:30:34,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
499,500,07.26 13:30:45,chrome.exe *64,"t11.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11"
500,501,07.26 13:30:45,chrome.exe *64,"sestat.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11"
501,502,07.26 13:30:45,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11"
502,503,07.26 13:30:48,chrome.exe *64,cbjs.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
503,504,07.26 13:30:49,chrome.exe *64,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
504,505,07.26 13:30:49,chrome.exe *64,dup.baidustatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
505,506,07.26 13:30:49,chrome.exe *64,eclick.baidu.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
506,507,07.26 13:30:50,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
507,508,07.26 13:30:50,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
508,509,07.26 13:31:09,chrome.exe *64,"xin.4399.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21"
509,510,07.26 13:31:09,chrome.exe *64,"newsimg.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19"
510,511,07.26 13:31:09,chrome.exe *64,"comment.5054399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21"
511,512,07.26 13:31:21,chrome.exe *64,"www.googletagservices.com:443 close, 1257 bytes (1.22 KB) sent, 540 bytes received, lifetime 04:00"
512,513,07.26 13:31:23,chrome.exe *64,"yt3.ggpht.com:443 close, 10542 bytes (10.2 KB) sent, 356545 bytes (348 KB) received, lifetime 09:54"
513,514,07.26 13:36:11,chrome.exe *64,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
514,515,07.26 13:36:22,chrome.exe *64,"odr.mookie1.com:443 close, 361 bytes sent, 4839 bytes (4.72 KB) received, lifetime 00:11"
515,516,07.26 13:39:07,chrome.exe *64,"clients6.google.com:443 close, 1891 bytes (1.84 KB) sent, 811 bytes received, lifetime 04:00"
516,517,07.26 13:40:22,chrome.exe *64,"i.ytimg.com:443 close, 2836 bytes (2.76 KB) sent, 125622 bytes (122 KB) received, lifetime 06:33"
517,518,07.26 13:43:17,chrome.exe *64,odr.mookie1.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
518,519,07.26 13:43:18,chrome.exe *64,static.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
519,520,07.26 13:44:26,Dropbox.exe,d.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
520,521,07.26 13:44:28,chrome.exe *64,fonts.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
521,522,07.26 13:44:29,chrome.exe *64,static.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
522,523,07.26 13:45:00,chrome.exe *64,"r6---sn-i3b7knez.googlevideo.com:443 close, 13118 bytes (12.8 KB) sent, 3242984 bytes (3.09 MB) received, lifetime 00:31"
523,524,07.26 13:46:41,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
524,525,07.26 13:46:43,chrome.exe *64,ecmb.bdimg.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
525,526,07.26 13:46:48,chrome.exe *64,"c.baidu.com:80 close, 1052 bytes (1.02 KB) sent, 113 bytes received, lifetime <1 sec"
526,527,07.26 13:46:51,chrome.exe *64,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
527,528,07.26 13:46:52,chrome.exe *64,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
528,529,07.26 13:46:52,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10"
529,530,07.26 13:47:07,chrome.exe *64,"i9.baidu.com:80 close, 1915 bytes (1.87 KB) sent, 12764 bytes (12.4 KB) received, lifetime 00:21"
530,531,07.26 13:47:11,chrome.exe *64,"z13.cnzz.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19"
531,532,07.26 13:47:11,chrome.exe *64,eclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
532,533,07.26 13:47:16,chrome.exe *64,"suggestion.baidu.com:80 close, 1829 bytes (1.78 KB) sent, 1039 bytes (1.01 KB) received, lifetime 00:35"
533,534,07.26 13:47:37,chrome.exe *64,news.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
534,535,07.26 13:47:37,chrome.exe *64,app.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
535,536,07.26 13:47:37,chrome.exe *64,video.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
536,537,07.26 13:47:37,chrome.exe *64,video.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
537,538,07.26 13:47:38,chrome.exe *64,a.img4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
538,539,07.26 13:47:38,chrome.exe *64,www.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
539,540,07.26 13:47:59,chrome.exe *64,"cnzz.mmstat.com:80 close, 686 bytes sent, 579 bytes received, lifetime <1 sec"
540,541,07.26 13:48:21,chrome.exe *64,hm.baidu.com:80 error : A connection request was canceled before the completion.
541,542,07.26 13:48:30,chrome.exe *64,"www.google.com:443 close, 9034 bytes (8.82 KB) sent, 3696 bytes (3.60 KB) received, lifetime 07:26"
542,543,07.26 13:48:30,chrome.exe *64,"www.youtube.com:443 close, 30789 bytes (30.0 KB) sent, 164940 bytes (161 KB) received, lifetime 07:44"
543,544,07.26 13:50:06,Dropbox.exe,"block.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec"
544,545,07.26 13:59:44,chrome.exe *64,www.google.com.hk:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
545,546,07.26 14:03:57,chrome.exe *64,"notifications.google.com:443 close, 470 bytes sent, 4856 bytes (4.74 KB) received, lifetime 04:00"
546,547,07.26 14:04:50,chrome.exe *64,apis.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
547,548,07.26 14:05:04,chrome.exe *64,csi.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
548,549,07.26 14:05:04,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
549,550,07.26 14:05:07,Dropbox.exe,block.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS
550,551,07.26 14:05:23,SogouCloud.exe,"get.sogou.com:80 close, 759 bytes sent, 51462 bytes (50.2 KB) received, lifetime 00:05"
551,552,07.26 14:08:54,chrome.exe *64,"clientservices.googleapis.com:443 close, 1051 bytes (1.02 KB) sent, 592 bytes received, lifetime 04:01"
552,553,07.26 14:10:07,WeChat.exe,"qbwup.imtt.qq.com:80 close, 494 bytes sent, 208 bytes received, lifetime 00:32"
