,LineId,Time,Component,Pid,Content,EventId,EventTemplate
363,364,20171223-22:19:58:411,HiH_HiHealthBinder,30002312,insertHiHealthData() end totalTime = 45,E33,insertHiHealthData() end totalTime = <*>
364,365,20171223-22:19:58:411,Step_LSC,30002312,uploadStaticsToDB() onResult  type = 4 obj=true,E74,uploadStaticsToDB() onResult type = <*> obj=<*>
365,366,20171223-22:19:58:411,Step_LSC,30002312,uploadStaticsToDB failed message=true,E73,uploadStaticsToDB failed message=<*>
366,367,20171223-22:19:58:413,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough,E8,checkInsertStatus stepSum or calorieSum is enough
367,368,20171223-22:19:58:413,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
368,369,20171223-22:19:58:415,HiH_HiSyncControl,30002312,checkInsertStatus stepStatSum or calorieStatSum is enough,E7,checkInsertStatus stepStatSum or calorieStatSum is enough
369,370,20171223-22:19:58:416,HiH_HiSyncControl,30002312,"startInsertSportSync start auto sync,app is 1",E62,"startInsertSportSync start auto sync,app is <*>"
370,371,20171223-22:19:58:417,HiH_HiSyncUtil,30002312,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",E6,"checkFirstSyncByType no such data in db ,type is <*> deviceCode is <*>"
371,372,20171223-22:19:58:419,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,E16,getBinderPackageName packageName = com.huawei.health
372,373,20171223-22:19:58:419,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 20,app = 1,One Data Type = 2,packageName = com.huawei.health,writeStatType = 0",E34,"insertHiHealthData() size = <*>,app = <*>,One Data Type = <*>,packageName = <*>,writeStatType = <*>"
373,374,20171223-22:19:58:423,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,E36,needAutoSync autoSyncSwitch is open
374,375,20171223-22:19:58:423,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() deviceID = 2,clientID=1,id=1",E49,"saveHealthDetailData() deviceID = <*>,clientID=<*>,id=<*>"
375,376,20171223-22:19:58:424,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!",E25,"initDataPrivacy the dataPrivacy switch is open, start push health data!"
376,377,20171223-22:19:58:424,HiH_,30002312,initDataPrivacy the dataPrivacy is true,E24,initDataPrivacy the dataPrivacy is <*>
377,378,20171223-22:19:58:428,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!",E28,"initUserPrivacy the userPrivacy switch is open, start push user data!"
378,379,20171223-22:19:58:428,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,E23,ifCanSync not! no cloud version
379,380,20171223-22:19:58:453,HiH_HiHealthDataInsertStore,30002312,"bulkSaveDetailHiHealthData() size = 20,totalTime = 34",E2,"bulkSaveDetailHiHealthData() size = <*>,totalTime = <*>"
380,381,20171223-22:19:58:466,HiH_DataStatManager,30002312,"new date =20171223, type=40002,6724.0,old=7163.0",E37,"new date =<*>, type=<*>,<*>,old=<*>"
381,382,20171223-22:19:58:468,HiH_DataStatManager,30002312,"new date =20171223, type=40004,4800.935999999999,old=5112.0",E37,"new date =<*>, type=<*>,<*>,old=<*>"
382,383,20171223-22:19:58:471,HiH_DataStatManager,30002312,"new date =20171223, type=40005,330.0,old=330.0",E37,"new date =<*>, type=<*>,<*>,old=<*>"
383,384,20171223-22:19:58:481,HiH_DataStatManager,30002312,"new date =20171223, type=40031,4508.196000000001,old=4381.818",E37,"new date =<*>, type=<*>,<*>,old=<*>"
384,385,20171223-22:19:58:495,HiH_DataStatManager,30002312,"new date =20171223, type=40034,292.73999999999995,old=292.73999999999995",E37,"new date =<*>, type=<*>,<*>,old=<*>"
385,386,20171223-22:19:58:495,HiH_DataStatManager,30002312,"new date =20171223, type=40024,79200.0,old=79200.0",E37,"new date =<*>, type=<*>,<*>,old=<*>"
386,387,20171223-22:19:58:499,HiH_DataStatManager,30002312,"new date =20171223, type=40041,6720.0,old=6480.0",E37,"new date =<*>, type=<*>,<*>,old=<*>"
387,388,20171223-22:19:58:501,HiH_DataStatManager,30002312,"new date =20171223, type=40044,420.0,old=420.0",E37,"new date =<*>, type=<*>,<*>,old=<*>"
388,389,20171223-22:19:58:501,HiH_DataStatManager,30002312,"new date =20171223, type=40006,7140.0,old=6900.0",E37,"new date =<*>, type=<*>,<*>,old=<*>"
389,390,20171223-22:19:58:502,HiH_HiHealthDataInsertStore,30002312,"saveRealTimeHealthDatasStat() size = 1,totalTime = 48",E51,"saveRealTimeHealthDatasStat() size = <*>,totalTime = <*>"
390,391,20171223-22:19:58:505,HiH_ListenerManager,30002312,startListenerChange subscribeList = [1],E63,startListenerChange subscribeList = [<*>]
391,392,20171223-22:19:58:505,HiH_HiHealthBinder,30002312,insertHiHealthData() end totalTime = 94,E33,insertHiHealthData() end totalTime = <*>
392,393,20171223-22:19:58:505,Step_FlushableStepDataCache,30002312,InsertCallBack() onSuccess  type = 0 data=true,E29,InsertCallBack() onSuccess type = <*> data=<*>
393,394,20171223-22:19:58:505,Step_FlushableStepDataCache,30002312,InsertEvent success begin:25233975 end:25233979,E30,InsertEvent success begin:<*> end:<*>
394,395,20171223-22:19:58:512,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough,E8,checkInsertStatus stepSum or calorieSum is enough
395,396,20171223-22:19:58:513,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130116,E4,calculateCaloriesWithCache totalCalories=<*>
396,397,20171223-22:19:58:514,HiH_HiSyncControl,30002312,checkInsertStatus stepStatSum or calorieStatSum is enough,E7,checkInsertStatus stepStatSum or calorieStatSum is enough
397,398,20171223-22:19:58:514,HiH_HiSyncControl,30002312,"stepSyncOrNot appSynTimes is 0, statsyncTimes is 0",E67,"stepSyncOrNot appSynTimes is <*>, statsyncTimes is <*>"
398,399,20171223-22:19:58:516,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=2, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",E64,"startSync hiSyncOption = HiSyncOption{syncAction=<*>, syncMethod=<*>, syncScope=<*>, syncDataType=<*>, syncModel=<*>, pushAction=<*>},app = <*> who = <*>"
399,400,20171223-22:19:58:517,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,E36,needAutoSync autoSyncSwitch is open
400,401,20171223-22:19:58:517,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
401,402,20171223-22:19:58:518,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!",E25,"initDataPrivacy the dataPrivacy switch is open, start push health data!"
402,403,20171223-22:19:58:518,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!",E28,"initUserPrivacy the userPrivacy switch is open, start push user data!"
403,404,20171223-22:19:58:518,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,E23,ifCanSync not! no cloud version
404,405,20171223-22:19:58:519,Step_StandReportReceiver,30002312,REPORT : 7163 5114 153431 240,E47,REPORT : <*> <*> <*> <*>
405,406,20171223-22:19:58:863,Step_LSC,30002312,onStandStepChanged 3737,E42,onStandStepChanged <*>
406,407,20171223-22:19:59:166,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7165##548940##8661##16256##27443484,E58,setTodayTotalDetailSteps=<*>
407,408,20171223-22:19:59:175,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130159,E4,calculateCaloriesWithCache totalCalories=<*>
408,409,20171223-22:19:59:667,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7165##548940##8661##16256##27443484,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
409,410,20171223-22:19:59:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130201,E4,calculateCaloriesWithCache totalCalories=<*>
410,411,20171223-22:19:59:681,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
411,412,20171223-22:19:59:862,Step_LSC,30002312,onStandStepChanged 3742,E42,onStandStepChanged <*>
412,413,20171223-22:20:0:165,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7167##548945##8661##16256##27443986,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
413,414,20171223-22:20:0:165,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7170##548996##8661##16256##27444484,E58,setTodayTotalDetailSteps=<*>
414,415,20171223-22:20:0:363,Step_LSC,30002312,onStandStepChanged 3745,E42,onStandStepChanged <*>
415,416,20171223-22:20:0:374,Step_LSC,30002312,onExtend:1514038801000 3 0 4,E39,onExtend:<*> <*> <*> <*>
416,417,20171223-22:20:0:666,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7170##548996##8661##16256##27444484,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
417,418,20171223-22:20:0:679,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130330,E4,calculateCaloriesWithCache totalCalories=<*>
418,419,20171223-22:20:0:688,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
419,420,20171223-22:20:0:863,Step_LSC,30002312,onStandStepChanged 3746,E42,onStandStepChanged <*>
420,421,20171223-22:20:0:872,Step_LSC,30002312,onExtend:1514038801000 1 0 4,E39,onExtend:<*> <*> <*> <*>
421,422,20171223-22:20:1:166,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7174##549098##8661##16256##27445485,E58,setTodayTotalDetailSteps=<*>
422,423,20171223-22:20:1:186,Step_StandReportReceiver,30002312,REPORT : 7174 5122 153667 240,E47,REPORT : <*> <*> <*> <*>
423,424,20171223-22:20:1:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7174##549098##8661##16256##27445485,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
424,425,20171223-22:20:1:692,Step_StandReportReceiver,30002312,REPORT : 7176 5123 153709 240,E47,REPORT : <*> <*> <*> <*>
425,426,20171223-22:20:1:873,Step_LSC,30002312,onExtend:1514038802000 3 0 4,E39,onExtend:<*> <*> <*> <*>
426,427,20171223-22:20:2:174,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130458,E4,calculateCaloriesWithCache totalCalories=<*>
427,428,20171223-22:20:2:178,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
428,429,20171223-22:20:2:179,Step_StandReportReceiver,30002312,REPORT : 7179 5125 153774 240,E47,REPORT : <*> <*> <*> <*>
429,430,20171223-22:20:2:365,Step_LSC,30002312,onStandStepChanged 3753,E42,onStandStepChanged <*>
430,431,20171223-22:20:2:375,Step_LSC,30002312,onExtend:1514038803000 2 0 4,E39,onExtend:<*> <*> <*> <*>
431,432,20171223-22:20:2:670,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7179##549200##8661##16256##27446483,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
432,433,20171223-22:20:2:693,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
433,434,20171223-22:20:2:863,Step_LSC,30002312,onStandStepChanged 3755,E42,onStandStepChanged <*>
434,435,20171223-22:20:3:175,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130544,E4,calculateCaloriesWithCache totalCalories=<*>
435,436,20171223-22:20:3:179,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
436,437,20171223-22:20:3:873,Step_LSC,30002312,onExtend:1514038804000 2 0 4,E39,onExtend:<*> <*> <*> <*>
437,438,20171223-22:20:4:166,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7183##549302##8661##16256##27447483,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
438,439,20171223-22:20:4:187,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130587,E4,calculateCaloriesWithCache totalCalories=<*>
439,440,20171223-22:20:4:193,Step_StandReportReceiver,30002312,REPORT : 7185 5130 153902 240,E47,REPORT : <*> <*> <*> <*>
440,441,20171223-22:20:4:362,Step_LSC,30002312,onStandStepChanged 3758,E42,onStandStepChanged <*>
441,442,20171223-22:20:4:373,Step_LSC,30002312,onExtend:1514038805000 1 0 4,E39,onExtend:<*> <*> <*> <*>
442,443,20171223-22:20:4:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130608,E4,calculateCaloriesWithCache totalCalories=<*>
443,444,20171223-22:20:4:676,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
444,445,20171223-22:20:5:362,Step_LSC,30002312,onStandStepChanged 3759,E42,onStandStepChanged <*>
445,446,20171223-22:20:5:672,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130630,E4,calculateCaloriesWithCache totalCalories=<*>
446,447,20171223-22:20:7:378,Step_LSC,30002312,onExtend:1514038808000 1 0 4,E39,onExtend:<*> <*> <*> <*>
447,448,20171223-22:20:7:681,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130651,E4,calculateCaloriesWithCache totalCalories=<*>
448,449,20171223-22:20:7:690,Step_StandReportReceiver,30002312,REPORT : 7188 5132 153966 240,E47,REPORT : <*> <*> <*> <*>
449,450,20171223-22:20:7:875,Step_LSC,30002312,onExtend:1514038808000 1 0 4,E39,onExtend:<*> <*> <*> <*>
450,451,20171223-22:20:8:172,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7188##549506##8661##16256##27451985,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
451,452,20171223-22:20:8:180,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
452,453,20171223-22:20:8:182,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
453,454,20171223-22:20:8:185,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E47,REPORT : <*> <*> <*> <*>
454,455,20171223-22:20:12:863,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>
455,456,20171223-22:20:12:874,Step_LSC,30002312,onExtend:1514038813000 0 0 0,E39,onExtend:<*> <*> <*> <*>
456,457,20171223-22:20:13:180,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
457,458,20171223-22:20:16:175,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7189##549608##8661##16256##27457484,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
458,459,20171223-22:20:16:175,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7189##549659##8661##16256##27460494,E58,setTodayTotalDetailSteps=<*>
459,460,20171223-22:20:16:186,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
460,461,20171223-22:20:18:586,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF
461,462,20171223-22:22:37:638,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
462,463,20171223-22:23:41:831,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
463,464,20171223-22:24:22:157,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>
464,465,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514038999000 0 0 5,E39,onExtend:<*> <*> <*> <*>
465,466,20171223-22:24:22:204,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E41,onReceive action: android.intent.action.SCREEN_ON
466,467,20171223-22:24:22:206,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data
467,468,20171223-22:24:22:207,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706526,E58,setTodayTotalDetailSteps=<*>
468,469,20171223-22:24:22:208,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>
469,470,20171223-22:24:22:215,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
470,471,20171223-22:24:22:215,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E47,REPORT : <*> <*> <*> <*>
471,472,20171223-22:24:22:309,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>
472,473,20171223-22:24:22:516,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706526,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
473,474,20171223-22:24:22:516,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706835,E58,setTodayTotalDetailSteps=<*>
474,475,20171223-22:24:22:526,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
475,476,20171223-22:24:51:892,Step_LSC,30002312,onExtend:1514039091000 0 0 5,E39,onExtend:<*> <*> <*> <*>
476,477,20171223-22:24:52:184,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706835,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
477,478,20171223-22:24:52:185,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27736503,E58,setTodayTotalDetailSteps=<*>
478,479,20171223-22:24:52:210,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
479,480,20171223-22:24:54:185,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27736503,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
480,481,20171223-22:24:54:186,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27738504,E58,setTodayTotalDetailSteps=<*>
481,482,20171223-22:24:54:201,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
482,483,20171223-22:24:59:206,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
483,484,20171223-22:25:0:162,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
484,485,20171223-22:25:13:8,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF
485,486,20171223-22:28:38:344,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
486,487,20171223-22:29:8:492,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
487,488,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039292000 0 0 5,E39,onExtend:<*> <*> <*> <*>
488,489,20171223-22:30:24:25,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E41,onReceive action: android.intent.action.SCREEN_ON
489,490,20171223-22:30:24:27,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data
490,491,20171223-22:30:24:28,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,E58,setTodayTotalDetailSteps=<*>
491,492,20171223-22:30:24:28,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>
492,493,20171223-22:30:24:45,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
493,494,20171223-22:30:24:129,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>
494,495,20171223-22:30:24:132,Step_LSC,30002312,onExtend:1514039424000 0 0 0,E39,onExtend:<*> <*> <*> <*>
495,496,20171223-22:30:24:347,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068346,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
496,497,20171223-22:30:24:348,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666,E58,setTodayTotalDetailSteps=<*>
497,498,20171223-22:30:24:355,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
498,499,20171223-22:31:31:940,Step_LSC,30002312,onExtend:1514039492000 0 0 5,E39,onExtend:<*> <*> <*> <*>
499,500,20171223-22:31:32:225,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068666,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
500,501,20171223-22:31:32:241,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
501,502,20171223-22:31:32:246,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
502,503,20171223-22:31:54:515,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF
503,504,20171223-22:31:59:619,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data
504,505,20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039575000 0 0 0,E39,onExtend:<*> <*> <*> <*>
505,506,20171223-22:31:59:621,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28163940,E58,setTodayTotalDetailSteps=<*>
506,507,20171223-22:31:59:621,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>
507,508,20171223-22:31:59:725,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514039575000",E69,"timeStamp back,extendReportTimeStamp=<*>"
508,509,20171223-22:31:59:957,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28164276,E58,setTodayTotalDetailSteps=<*>
509,510,20171223-22:32:28:791,HiH_HiSyncControl,30002312,startTimer start autoSync,E65,startTimer start autoSync
510,511,20171223-22:32:28:796,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",E64,"startSync hiSyncOption = HiSyncOption{syncAction=<*>, syncMethod=<*>, syncScope=<*>, syncDataType=<*>, syncModel=<*>, pushAction=<*>},app = <*> who = <*>"
511,512,20171223-22:32:28:798,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,E36,needAutoSync autoSyncSwitch is open
512,513,20171223-22:32:28:800,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!",E25,"initDataPrivacy the dataPrivacy switch is open, start push health data!"
513,514,20171223-22:32:28:801,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,E23,ifCanSync not! no cloud version
514,515,20171223-22:33:10:228,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28164276,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
515,516,20171223-22:33:10:244,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
516,517,20171223-22:33:46:279,Step_LSC,30002312,onExtend:1514039626000 0 0 0,E39,onExtend:<*> <*> <*> <*>
517,518,20171223-22:33:46:301,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E41,onReceive action: android.intent.action.SCREEN_ON
518,519,20171223-22:33:46:303,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E43,processHandleBroadcastAction action:android.intent.action.SCREEN_ON
519,520,20171223-22:33:46:303,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data
520,521,20171223-22:33:46:304,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28234547,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
521,522,20171223-22:33:46:304,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,E58,setTodayTotalDetailSteps=<*>
522,523,20171223-22:33:46:311,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
523,524,20171223-22:33:46:622,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
524,525,20171223-22:33:46:624,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
525,526,20171223-22:35:0:49,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
526,527,20171223-22:37:0:122,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
527,528,20171223-22:37:14:951,Step_LSC,30002312,onExtend:1514039834000 0 0 5,E39,onExtend:<*> <*> <*> <*>
528,529,20171223-22:37:15:240,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559,E58,setTodayTotalDetailSteps=<*>
529,530,20171223-22:37:15:249,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>
530,531,20171223-22:37:15:253,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
531,532,20171223-22:38:31:368,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
532,533,20171223-22:39:25:260,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>
533,534,20171223-22:39:25:265,Step_LSC,30002312,onExtend:1514039917000 0 0 5,E39,onExtend:<*> <*> <*> <*>
534,535,20171223-22:39:25:301,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E43,processHandleBroadcastAction action:android.intent.action.SCREEN_ON
535,536,20171223-22:39:25:301,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data
536,537,20171223-22:39:25:301,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039760000##7189##549659##8661##16256##28479559,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
537,538,20171223-22:39:25:302,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609620,E58,setTodayTotalDetailSteps=<*>
538,539,20171223-22:39:25:306,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>
