,LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
350,351,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_2 locally,E10,Found block <*> locally
351,352,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -79, init = 119, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
352,353,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = -82, init = 123, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
353,354,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_0 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
354,355,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_4 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
355,356,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = -67, init = 107, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
356,357,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_2 stored as bytes in memory (estimated size 16.0 B, free 419.7 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
357,358,17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
358,359,17/06/09,20:10:56,INFO,executor.Executor,Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
359,360,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 39, boot = 18, init = 21, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
360,361,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 807,E11,Got assigned task <*>
361,362,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 821,E11,Got assigned task <*>
362,363,17/06/09,20:10:56,INFO,executor.Executor,Running task 1.0 in stage 20.0 (TID 821),E24,Running task <*> in stage <*> (TID <*>)
363,364,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 833,E11,Got assigned task <*>
364,365,17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 29,E29,Started reading broadcast variable <*>
365,366,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_29 stored as values in memory (estimated size 10.1 KB, free 374.2 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
366,367,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_26_4 locally,E10,Found block <*> locally
367,368,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_26_3 locally,E10,Found block <*> locally
368,369,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_26_1 locally,E10,Found block <*> locally
369,370,17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 20.0 (TID 838). 2076 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
370,371,17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 20.0 (TID 833). 2076 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
371,372,17/06/09,20:10:56,INFO,executor.Executor,Running task 0.0 in stage 21.0 (TID 853),E24,Running task <*> in stage <*> (TID <*>)
372,373,17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 30,E29,Started reading broadcast variable <*>
373,374,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_30_piece0 stored as bytes in memory (estimated size 5.8 KB, free 380.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
374,375,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally
375,376,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally
376,377,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally
377,378,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_2 locally,E10,Found block <*> locally
378,379,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = -59, init = 100, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
379,380,17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 21.0 (TID 853). 2348 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
380,381,17/06/09,20:10:56,INFO,executor.Executor,Finished task 1.0 in stage 21.0 (TID 867). 2333 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
381,382,17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 21.0 (TID 878). 2333 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
382,383,17/06/09,20:10:56,INFO,executor.Executor,Finished task 4.0 in stage 21.0 (TID 879). 2333 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
383,384,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 886,E11,Got assigned task <*>
384,385,17/06/09,20:10:56,INFO,executor.Executor,Running task 0.0 in stage 22.0 (TID 886),E24,Running task <*> in stage <*> (TID <*>)
385,386,17/06/09,20:10:56,INFO,executor.Executor,Running task 2.0 in stage 22.0 (TID 912),E24,Running task <*> in stage <*> (TID <*>)
386,387,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_31_piece0 stored as bytes in memory (estimated size 5.6 KB, free 395.3 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
387,388,17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_30_2 not found, computing it",E19,"Partition <*> not found, computing it"
388,389,17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_30_1 not found, computing it",E19,"Partition <*> not found, computing it"
389,390,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally
390,391,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally
391,392,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 37, boot = -88, init = 125, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
392,393,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 39, boot = -86, init = 125, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
393,394,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = -84, init = 125, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
394,395,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -85, init = 125, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
395,396,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_30_1 stored as bytes in memory (estimated size 165.0 B, free 405.6 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
396,397,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_30_2 stored as bytes in memory (estimated size 250.0 B, free 405.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
397,398,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_30_4 stored as bytes in memory (estimated size 226.0 B, free 406.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
398,399,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_30_3 stored as bytes in memory (estimated size 251.0 B, free 406.3 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
399,400,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = 19, init = 21, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
400,401,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 39, boot = 20, init = 19, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
401,402,17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 22.0 (TID 886). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
402,403,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = 18, init = 23, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
403,404,17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 22.0 (TID 912). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
404,405,17/06/09,20:10:56,INFO,executor.Executor,Finished task 4.0 in stage 22.0 (TID 919). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
405,406,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 926,E11,Got assigned task <*>
406,407,17/06/09,20:10:56,INFO,executor.Executor,Running task 0.0 in stage 23.0 (TID 926),E24,Running task <*> in stage <*> (TID <*>)
407,408,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 940,E11,Got assigned task <*>
408,409,17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 32,E29,Started reading broadcast variable <*>
409,410,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 951,E11,Got assigned task <*>
410,411,17/06/09,20:10:56,INFO,executor.Executor,Running task 2.0 in stage 23.0 (TID 951),E24,Running task <*> in stage <*> (TID <*>)
411,412,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 958,E11,Got assigned task <*>
412,413,17/06/09,20:10:56,INFO,executor.Executor,Running task 3.0 in stage 23.0 (TID 958),E24,Running task <*> in stage <*> (TID <*>)
413,414,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_32_piece0 stored as bytes in memory (estimated size 5.7 KB, free 406.3 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
414,415,17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 32 took 16 ms,E20,Reading broadcast variable <*> took <*> ms
415,416,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_32 stored as values in memory (estimated size 10.1 KB, free 400.4 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
416,417,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_3 locally,E10,Found block <*> locally
417,418,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_2 locally,E10,Found block <*> locally
418,419,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_1 locally,E10,Found block <*> locally
419,420,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_4 locally,E10,Found block <*> locally
420,421,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -130, init = 170, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
421,422,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -132, init = 172, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
422,423,17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 23.0 (TID 951). 2223 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
423,424,17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 23.0 (TID 958). 2223 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
424,425,17/06/09,20:10:57,INFO,executor.Executor,Running task 0.0 in stage 24.0 (TID 970),E24,Running task <*> in stage <*> (TID <*>)
425,426,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 984,E11,Got assigned task <*>
426,427,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 998,E11,Got assigned task <*>
427,428,17/06/09,20:10:57,INFO,executor.Executor,Running task 3.0 in stage 24.0 (TID 1012),E24,Running task <*> in stage <*> (TID <*>)
428,429,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1026,E11,Got assigned task <*>
429,430,17/06/09,20:10:57,INFO,executor.Executor,Running task 4.0 in stage 24.0 (TID 1026),E24,Running task <*> in stage <*> (TID <*>)
430,431,17/06/09,20:10:57,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 33,E29,Started reading broadcast variable <*>
431,432,17/06/09,20:10:57,INFO,storage.MemoryStore,"Block broadcast_33_piece0 stored as bytes in memory (estimated size 29.5 KB, free 404.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
432,433,17/06/09,20:10:57,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 33 took 9 ms,E20,Reading broadcast variable <*> took <*> ms
433,434,17/06/09,20:10:57,INFO,storage.MemoryStore,"Block broadcast_33 stored as values in memory (estimated size 82.1 KB, free 486.9 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
434,435,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_4 locally,E10,Found block <*> locally
435,436,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_3 locally,E10,Found block <*> locally
436,437,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_2 locally,E10,Found block <*> locally
437,438,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_1 locally,E10,Found block <*> locally
438,439,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_0 locally,E10,Found block <*> locally
439,440,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000000_970' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000000,E25,Saved output of task '<*>' to <*>
440,441,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000002_998: Committed,E1,<*>: Committed
441,442,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000001_984: Committed,E1,<*>: Committed
442,443,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000000_970: Committed,E1,<*>: Committed
443,444,17/06/09,20:10:57,INFO,executor.Executor,Finished task 3.0 in stage 24.0 (TID 1012). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
444,445,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1125,E11,Got assigned task <*>
445,446,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1126,E11,Got assigned task <*>
446,447,17/06/09,20:10:57,INFO,executor.Executor,Running task 41.0 in stage 24.0 (TID 1126),E24,Running task <*> in stage <*> (TID <*>)
447,448,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1127,E11,Got assigned task <*>
448,449,17/06/09,20:10:57,INFO,executor.Executor,Running task 42.0 in stage 24.0 (TID 1127),E24,Running task <*> in stage <*> (TID <*>)
449,450,17/06/09,20:10:57,INFO,executor.Executor,Running task 43.0 in stage 24.0 (TID 1128),E24,Running task <*> in stage <*> (TID <*>)
450,451,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_11_0 locally,E10,Found block <*> locally
451,452,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_11_4 locally,E10,Found block <*> locally
452,453,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
453,454,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 39, boot = -397, init = 436, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
454,455,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 40, boot = -400, init = 440, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
455,456,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 38, boot = -390, init = 428, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
456,457,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000043_1128' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000043,E25,Saved output of task '<*>' to <*>
457,458,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000040_1125' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000040,E25,Saved output of task '<*>' to <*>
458,459,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000043_1128: Committed,E1,<*>: Committed
459,460,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000042_1127' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000042,E25,Saved output of task '<*>' to <*>
460,461,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000041_1126' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000041,E25,Saved output of task '<*>' to <*>
461,462,17/06/09,20:10:57,INFO,executor.Executor,Finished task 43.0 in stage 24.0 (TID 1128). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
462,463,17/06/09,20:10:57,INFO,executor.Executor,Finished task 41.0 in stage 24.0 (TID 1126). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
463,464,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1137,E11,Got assigned task <*>
464,465,17/06/09,20:10:57,INFO,executor.Executor,Running task 82.0 in stage 24.0 (TID 1137),E24,Running task <*> in stage <*> (TID <*>)
465,466,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1138,E11,Got assigned task <*>
466,467,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_2 locally,E10,Found block <*> locally
467,468,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
468,469,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
469,470,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 39, boot = -79, init = 118, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
470,471,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 41, boot = -83, init = 123, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
471,472,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000083_1138: Committed,E1,<*>: Committed
472,473,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000082_1137' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000082,E25,Saved output of task '<*>' to <*>
473,474,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000082_1137: Committed,E1,<*>: Committed
474,475,17/06/09,20:10:58,INFO,executor.Executor,Finished task 84.0 in stage 24.0 (TID 1141). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
475,476,17/06/09,20:10:58,INFO,executor.Executor,Finished task 80.0 in stage 24.0 (TID 1135). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
476,477,17/06/09,20:10:58,INFO,executor.Executor,Finished task 81.0 in stage 24.0 (TID 1136). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
477,478,17/06/09,20:10:58,INFO,executor.Executor,Running task 120.0 in stage 24.0 (TID 1145),E24,Running task <*> in stage <*> (TID <*>)
478,479,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1146,E11,Got assigned task <*>
479,480,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1147,E11,Got assigned task <*>
480,481,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1150,E11,Got assigned task <*>
481,482,17/06/09,20:10:58,INFO,executor.Executor,Running task 123.0 in stage 24.0 (TID 1150),E24,Running task <*> in stage <*> (TID <*>)
482,483,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_21_3 locally,E10,Found block <*> locally
483,484,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000124_1151: Committed,E1,<*>: Committed
484,485,17/06/09,20:10:58,INFO,executor.Executor,Finished task 124.0 in stage 24.0 (TID 1151). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
485,486,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
486,487,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
487,488,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
488,489,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
489,490,17/06/09,20:10:58,INFO,python.PythonRunner,"Times: total = 40, boot = -107, init = 147, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
490,491,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000120_1145' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000120,E25,Saved output of task '<*>' to <*>
491,492,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000123_1150: Committed,E1,<*>: Committed
492,493,17/06/09,20:10:58,INFO,executor.Executor,Finished task 120.0 in stage 24.0 (TID 1145). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
493,494,17/06/09,20:10:58,INFO,executor.Executor,Finished task 121.0 in stage 24.0 (TID 1146). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
494,495,17/06/09,20:10:58,INFO,executor.Executor,Finished task 123.0 in stage 24.0 (TID 1150). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
495,496,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1158,E11,Got assigned task <*>
496,497,17/06/09,20:10:58,INFO,executor.Executor,Running task 162.0 in stage 24.0 (TID 1157),E24,Running task <*> in stage <*> (TID <*>)
497,498,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_26_4 locally,E10,Found block <*> locally
498,499,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_26_1 locally,E10,Found block <*> locally
499,500,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_26_2 locally,E10,Found block <*> locally
500,501,17/06/09,20:10:58,INFO,python.PythonRunner,"Times: total = 38, boot = -62, init = 100, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
501,502,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000160_1155: Committed,E1,<*>: Committed
502,503,17/06/09,20:10:58,INFO,python.PythonRunner,"Times: total = 38, boot = -45, init = 83, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
503,504,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
504,505,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
505,506,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000163_1158' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000163,E25,Saved output of task '<*>' to <*>
506,507,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000164_1159' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000164,E25,Saved output of task '<*>' to <*>
507,508,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000164_1159: Committed,E1,<*>: Committed
508,509,17/06/09,20:10:58,INFO,executor.Executor,Finished task 163.0 in stage 24.0 (TID 1158). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
509,510,17/06/09,20:10:58,INFO,python.PythonRunner,"Times: total = 37, boot = -54, init = 91, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
510,511,17/06/09,20:10:58,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
511,512,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000162_1157' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000162,E25,Saved output of task '<*>' to <*>
512,513,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000162_1157: Committed,E1,<*>: Committed
513,514,17/06/09,20:10:58,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000161_1156' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000161,E25,Saved output of task '<*>' to <*>
514,515,17/06/09,20:10:58,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000161_1156: Committed,E1,<*>: Committed
515,516,17/06/09,20:10:58,INFO,executor.Executor,Finished task 161.0 in stage 24.0 (TID 1156). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
516,517,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1180,E11,Got assigned task <*>
517,518,17/06/09,20:10:58,INFO,executor.Executor,Running task 0.0 in stage 25.0 (TID 1166),E24,Running task <*> in stage <*> (TID <*>)
518,519,17/06/09,20:10:58,INFO,executor.Executor,Running task 1.0 in stage 25.0 (TID 1180),E24,Running task <*> in stage <*> (TID <*>)
519,520,17/06/09,20:10:58,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1194,E11,Got assigned task <*>
520,521,17/06/09,20:10:58,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 34 took 9 ms,E20,Reading broadcast variable <*> took <*> ms
521,522,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_30_4 locally,E10,Found block <*> locally
522,523,17/06/09,20:10:58,INFO,storage.BlockManager,Found block rdd_30_0 locally,E10,Found block <*> locally
523,524,17/06/09,20:10:59,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,E8,File Output Committer Algorithm version is <*>
